Matricula,Periodo de Ingresso,Forma de Ingresso,Curriculo,Estado Civil,Sexo,Idade Aproximada no Ingresso,Cor,Cota,Status,Tipo de Evasao,Periodo de Evasao
111250017,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2013.2
111210102,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2012.2
112110051,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.1
111110931,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2015.2
120110573,20201,SISU,2017,Solteiro,MASCULINO,20,Parda,L6,ATIVO,REGULAR,-
111210452,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2016.1
111110134,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2012.1
111110076,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2015.2
111110115,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2011.1
121210443,20212,SISU,2017,Solteiro,MASCULINO,18,Parda,L2,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
114110463,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,L2,INATIVO,GRADUADO,2018.2
111110103,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2016.1
113210893,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2019.1
111210422,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Ind?ena,-,INATIVO,GRADUADO,2016.1
111110898,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2017.1
112210423,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Parda,-,INATIVO,GRADUADO,2019.1
113110080,20131,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,21,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2
111110921,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2016.1
114110486,20141,VESTIBULAR  ENEM,1999,-,MASCULINO,21,Branca,-,INATIVO,GRADUADO,2019.1
111150493,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2018.2
111110128,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,16,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.2
111110070,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2012.2
112210480,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2016.2
113210102,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2015.2
112150444,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2012.1
120211139,20202,SISU,2017,Solteiro,MASCULINO,26,Branca,L5,ATIVO,REGULAR,-
111110912,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2016.2
111110125,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2011.2
111110926,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
113111412,20131,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.2
111210080,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.2
113110876,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,L5,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
111110900,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,GRADUADO,2017.2
112150729,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Preta,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.2
111110130,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2016.1
111110901,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2013.1
111110069,20111,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Branca,-,INATIVO,GRADUADO,2018.1
111150282,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.1
111210417,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,16,Parda,-,INATIVO,GRADUADO,2016.1
112210796,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2015.1
111110100,20111,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,20,Preta,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.1
112210099,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.1
114111365,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,20,Amarela,L5,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2015.2
112210425,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2017.1
113210582,20132,TRANSFERENCIA,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2018.1
113210581,20132,TRANSFERENCIA,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,GRADUADO,2018.1
112210472,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2018.1
113210105,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.1
112110941,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2016.1
112210668,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2017.2
120110731,20201,SISU,2017,Solteiro,MASCULINO,19,Branca,L1,ATIVO,REGULAR,-
119110617,20191,SISU,2017,Solteiro,MASCULINO,21,Parda,L6,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2024.1
118210116,20182,SISU,2017,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2020.1
112210094,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2019.2
120110370,20201,SISU,2017,Solteiro,MASCULINO,19,Amarela,-,ATIVO,REGULAR,-
119110583,20191,SISU,2017,Solteiro,MASCULINO,19,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
113111435,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2017.2
113110050,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,L2,INATIVO,GRADUADO,2017.2
111210873,20112,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2012.2
113210076,20132,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Branca,-,INATIVO,GRADUADO,2018.1
111150288,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Amarela,-,INATIVO,CANCELAMENTO POR ABANDONO,2011.2
113110013,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2018.2
119110378,20191,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.2
112210121,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Preta,-,INATIVO,GRADUADO,2018.1
112110954,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1
118210480,20182,SISU,2017,Solteiro,MASCULINO,17,Parda,-,INATIVO,GRADUADO,2023.2
112110081,20121,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,GRADUADO,2017.2
118110410,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2022.1
112210067,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.2
120110398,20201,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2024.1
113110048,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,N? declarada,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
113111803,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,L6,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2
113210146,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,L2,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
112150728,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2013.2
113210139,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
113210742,20132,REOPCAO,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2018.2
120110329,20201,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
113110871,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.2
111110905,20111,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1
114211027,20142,SISU,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.2
121110612,20211,SISU,2017,Solteiro,MASCULINO,21,Parda,L6,ATIVO,REGULAR,-
118110386,20181,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2022.1
112110958,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2013.2
114110446,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,GRADUADO,2018.2
120111396,20201,SISU,2017,Solteiro,MASCULINO,19,Branca,L5,ATIVO,REGULAR,-
113210073,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.2
111110126,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2017.2
113210616,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,23,Branca,L1,INATIVO,CANCELAMENTO POR ABANDONO,2014.1
113210113,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,L5,INATIVO,GRADUADO,2017.2
113210074,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2018.1
120210174,20202,SISU,2017,Solteiro,MASCULINO,17,Parda,-,ATIVO,REGULAR,-
113210100,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1
119110627,20191,SISU,2017,Solteiro,MASCULINO,20,Parda,L14,INATIVO,CANCELAMENTO POR ABANDONO,2021.1
113110089,20131,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Parda,-,INATIVO,GRADUADO,2018.1
114110475,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.2
119110362,20191,SISU,2017,Solteiro,MASCULINO,17,Branca,-,INATIVO,GRADUADO,2024.1
113210623,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.2
112110960,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1
112210788,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2017.1
121110403,20211,SISU,2017,Solteiro,MASCULINO,17,Branca,-,ATIVO,REGULAR,-
113210422,20132,VESTIBULAR  ENEM,1999,Casado,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2018.2
113210081,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,L5,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
113210158,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,L2,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.1
113210072,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.2
113210421,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.1
118110718,20181,SISU,2017,Solteiro,MASCULINO,19,Branca,L1,INATIVO,GRADUADO,2022.1
112210479,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2
111210667,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Preta,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.2
112210789,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2
118211058,20182,SISU,2017,Solteiro,MASCULINO,20,Branca,L5,INATIVO,GRADUADO,2023.1
112210046,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Branca,-,INATIVO,GRADUADO,2016.2
119210258,20192,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,GRADUADO,2024.1
119210880,20192,SISU,2017,Solteiro,MASCULINO,25,Branca,L1,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
118110854,20181,SISU,2017,Solteiro,MASCULINO,26,Parda,-,ATIVO,REGULAR,-
114211311,20142,SISU,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2022.1
120210932,20202,SISU,2017,Solteiro,MASCULINO,27,Parda,L2,ATIVO,REGULAR,-
112210672,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2
112210060,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2
118110804,20181,SISU,2017,Solteiro,MASCULINO,17,Branca,L5,INATIVO,GRADUADO,2022.2
113112560,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
112110083,20121,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Branca,-,INATIVO,GRADUADO,2017.2
113210734,20132,REOPCAO,1999,Solteiro,MASCULINO,22,Parda,-,INATIVO,GRADUADO,2023.2
118111780,20181,REOPCAO,2017,Solteiro,MASCULINO,23,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
118210873,20182,SISU,2017,Solteiro,MASCULINO,18,Branca,L1,INATIVO,GRADUADO,2023.1
112210095,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.2
111210421,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2017.1
119210883,20192,SISU,2017,Solteiro,MASCULINO,20,Branca,L5,ATIVO,REGULAR,-
112210464,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.1
112210063,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2012.2
119111236,20191,SISU,2017,Solteiro,MASCULINO,22,Parda,L2,INATIVO,GRADUADO,2022.2
112110019,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,GRADUADO,2017.1
120111796,20201,TRANSFERENCIA,2017,Solteiro,MASCULINO,23,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2023.2
114210185,20142,SISU,1999,Solteiro,FEMININO,20,Branca,-,INATIVO,GRADUADO,2019.1
112211094,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2
113110861,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,GRADUADO,2017.2
119210123,20192,SISU,2017,Solteiro,MASCULINO,19,Branca,-,ATIVO,REGULAR,-
112150441,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.2
121110491,20211,SISU,2017,Solteiro,MASCULINO,27,Parda,L2,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2023.2
112150735,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,GRADUADO,2017.1
113210406,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2018.2
113210419,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2018.2
113110894,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2015.1
112110025,20121,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.2
112210436,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2020.2
112210458,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.1
114111358,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2018.2
114210770,20142,SISU,1999,Solteiro,FEMININO,19,N? declarada,L6,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2015.1
114210790,20142,SISU,1999,Solteiro,MASCULINO,21,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1
118210799,20182,SISU,2017,Solteiro,MASCULINO,24,Parda,L1,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2023.1
118111727,20181,TRANSFERENCIA,2017,Solteiro,MASCULINO,20,Parda,-,INATIVO,GRADUADO,2022.2
119110498,20191,SISU,2017,Solteiro,FEMININO,18,Parda,L2,INATIVO,GRADUADO,2023.2
120110612,20201,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,GRADUADO,2024.2
112210446,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
113210444,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2018.1
119110413,20191,SISU,2017,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2023.2
120210781,20202,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
114111075,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Preta,-,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2014.2
113210087,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2017.2
114211306,20142,SISU,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2019.2
114110491,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Preta,L6,INATIVO,GRADUADO,2020.1
114211142,20142,SISU,1999,Solteiro,MASCULINO,19,Parda,L6,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.2
113210117,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
113210432,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.2
113112113,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2
113111418,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.2
114110470,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,L6,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.2
119210808,20192,SISU,2017,Solteiro,MASCULINO,23,Parda,L2,ATIVO,REGULAR,-
114210820,20142,SISU,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.2
113210625,20132,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.2
118110068,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2024.1
120110464,20201,SISU,2017,Solteiro,MASCULINO,19,Parda,L2,ATIVO,REGULAR,-
119110163,20191,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2023.1
114111368,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,L1,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2
120210315,20202,SISU,2017,Solteiro,MASCULINO,25,Branca,L1,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2023.2
114110471,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2018.1
114211026,20142,SISU,1999,Solteiro,MASCULINO,20,Parda,-,INATIVO,GRADUADO,2020.1
120110355,20201,SISU,2017,Solteiro,FEMININO,18,Branca,-,ATIVO,REGULAR,-
120110175,20201,SISU,2017,Casado,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
114111080,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Preta,L6,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2019.2
118110914,20181,SISU,2017,Solteiro,MASCULINO,22,Branca,-,INATIVO,GRADUADO,2023.2
120210046,20202,SISU,2017,Solteiro,MASCULINO,19,Branca,-,ATIVO,REGULAR,-
119110051,20191,SISU,2017,Solteiro,FEMININO,18,Branca,-,INATIVO,GRADUADO,2024.1
114111593,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Branca,L1,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1
121210808,20212,SISU,2017,Solteiro,FEMININO,31,Preta,L5,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
113210151,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.1
119111162,20191,SISU,2017,Solteiro,FEMININO,19,Parda,L5,INATIVO,GRADUADO,2023.2
114211036,20142,SISU,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.2
113210622,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2018.2
121110389,20211,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2021.2
113210423,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2023.2
113110864,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,-,INATIVO,GRADUADO,2017.1
112110937,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2012.2
112210128,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
114111071,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.2
112210644,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Amarela,-,INATIVO,GRADUADO,2018.1
118110658,20181,SISU,2017,Solteiro,FEMININO,23,Parda,L10,INATIVO,CANCELAMENTO POR ABANDONO,2018.2
113110888,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.2
114111069,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Amarela,-,INATIVO,CANCELAMENTO POR ABANDONO,2016.2
113112563,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.1
114210803,20142,SISU,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.1
118210695,20182,SISU,2017,Solteiro,MASCULINO,17,Parda,-,INATIVO,GRADUADO,2024.1
121111468,20211,SISU,2017,Solteiro,MASCULINO,17,Branca,-,ATIVO,REGULAR,-
113110076,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2017.1
120110615,20201,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
118110788,20181,SISU,2017,Solteiro,MASCULINO,20,Branca,L5,INATIVO,GRADUADO,2022.2
118210343,20182,SISU,2017,Solteiro,MASCULINO,19,Branca,L5,INATIVO,GRADUADO,2023.2
