CODE;MATRICULA;DISCIPLINA;CREDITO;HORAS;PERIODO;ID_CLASS;NOTA;SITUACAO;ESTADO
110110085;1411181;LABORAT?RIO DE PROGRAMA??O II;4;60;2010.2;1;7.8;APROVADO;NORMAL
110110085;1108090;FUNDAMENTOS DE F?SICA MODERNA;4;60;2011.1;1;9.7;APROVADO;NORMAL
110110085;1109049;?LGEBRA LINEAR I;4;60;2011.1;7;7;APROVADO;NORMAL
110110085;1114107;PROBABILIDADE E ESTAT?STICA;4;60;2011.1;2;5.4;APROVADO;NORMAL
110110085;1411171;TEORIA DA COMPUTA??O;4;60;2011.1;1;7.3;APROVADO;NORMAL
110110085;1411172;ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2011.1;1;7;APROVADO;NORMAL
110110085;1411176;GER?NCIA DA INFORMA??O;4;60;2011.1;1;7.5;APROVADO;NORMAL
110110085;1411179;LAB.DE ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2011.1;1;8.5;APROVADO;NORMAL
110110085;1411169;PARADIGMAS DE LING. DE PROGRAMA??O;2;30;2011.2;2;7.8;APROVADO;NORMAL
110110085;1411173;L?GICA MATEM?TICA;4;60;2011.2;1;6.7;APROVADO;NORMAL
110110085;1411175;ORG.E ARQUITETURA DE COMPUTADORES I;4;60;2011.2;1;7;APROVADO;NORMAL
110110085;1411177;ENGENHARIA DE SOFTWARE I;4;60;2011.2;1;7;APROVADO;NORMAL
110110085;1411178;SISTEMAS DE INFORMA??O I;4;60;2011.2;1;8.5;APROVADO;NORMAL
110110085;1411182;LAB.DE ORG.E ARQUITETURA DE COMPUTADORES;4;60;2011.2;2;7.7;APROVADO;NORMAL
110110085;1114114;METODOS ESTATISTICOS;4;60;2012.1;1;5.8;APROVADO;NORMAL
110110085;1411187;AN?LISE E T?CNICA DE ALGORITMOS;4;60;2012.1;1;8.8;APROVADO;NORMAL
110110085;1411193;BANCO DE DADOS I;4;60;2012.1;1;5;APROVADO;NORMAL
110110085;1411250;TECC(ALGORITMOS  AVAN?ADOS III );4;60;2012.1;1;7;APROVADO;NORMAL
110110085;1305218;METODOLOGIA CIENT?FICA;4;60;2012.2;1;7;APROVADO;NORMAL
110110085;1305219;DIREITO E CIDADANIA;4;60;2012.2;1;7;APROVADO;NORMAL
110110085;1305220;INFORM?TICA E SOCIEDADE;2;30;2012.2;1;8.3;APROVADO;NORMAL
110110085;1411183;LABORAT?RIO DE ENGENHARIA DE SOFTWARE;2;30;2012.2;1;7.2;APROVADO;NORMAL
110110085;1411195;SISTEMAS DE INFORMA??O II;4;60;2012.2;1;6;APROVADO;NORMAL
110110085;1411281;TECC(EMPREENDEDORISMO EM SOFTWARE);4;60;2012.2;1;8.2;APROVADO;NORMAL
110110085;1411190;REDES DE COMPUTADORES;4;60;2013.1;1;0;TRANCADO;NORMAL
110110085;1411192;SISTEMAS OPERACIONAIS;4;60;2013.1;1;0;TRANCADO;NORMAL
110110085;1411194;BANCO DE DADOS II;4;60;2013.1;1;0;TRANCADO;NORMAL
110110085;1411188;M?TODOS E SOFTWARE NUM?RICOS;4;60;2015.1;1;6.8;APROVADO;NORMAL
110110085;1411189;COMPILADORES;4;60;2015.1;1;5;APROVADO;NORMAL
110110085;1411190;REDES DE COMPUTADORES;4;60;2015.1;1;7.1;APROVADO;NORMAL
110110085;1411192;SISTEMAS OPERACIONAIS;4;60;2015.1;1;6.3;APROVADO;NORMAL
110110085;1411276;TECC(VISAO COMPUTACIONAL);4;60;2015.1;1;5.3;APROVADO;NORMAL
110110085;1411184;LAB.DE INTERCON.DE REDES DE COMPUTADORES;2;30;2015.2;1;7.8;APROVADO;NORMAL
110110085;1411185;PROJETO EM COMPUTA??O I;4;60;2015.2;1;9;APROVADO;NORMAL
110110085;1411191;INTERCONEX?O DE REDES DE COMPUTADORES;2;30;2015.2;1;7.8;APROVADO;NORMAL
110110085;1411194;BANCO DE DADOS II;4;60;2015.2;1;8;APROVADO;NORMAL
110110085;1411196;INTELIGENCIA ARTIFICIAL I;4;60;2015.2;1;8.1;APROVADO;NORMAL
110110085;1411197;AVAL.DE DESEMPENHO DE SISTEMAS DISCRETOS;4;60;2015.2;1;8.3;APROVADO;NORMAL
110110085;1411244;TECC(ECONOMIA DE TECNOLOGIA DA INFORMA??;4;60;2015.2;1;7.2;APROVADO;NORMAL
110110085;1411270;TECC (PROGRAMA??O III);4;60;2015.2;1;7.6;APROVADO;NORMAL
110110085;1301014;ADMINISTRA??O;4;60;2016.1;3;8.7;APROVADO;NORMAL
110110085;1307150;INGL?S;4;60;2016.1;;8.7;APROVADO;DISPENSA
110110085;1411186;PROJETO EM COMPUTA??O II;6;90;2016.1;1;9;APROVADO;NORMAL
110110085;1411203;EST?GIO INTEGRADO;10;300;2016.1;1;9;APROVADO;NORMAL
110110085;1411238;SEMIN?RIOS (EDUCA??O AMBIENTAL);0;0;2016.1;1;7;APROVADO;NORMAL
110110085;1411277;ATIVIDADES COMPLEMENTARES;10;150;2016.1;2;-1;APROVADO;DISPENSA
110110087;1108089;FUNDAMENTOS DE F?SICA CL?SSICA;4;60;2010.1;1;1.3;REPROVADO_POR_NOTA;NORMAL
110110087;1109035;ALGEBRA VETORIAL E GEOMETRIA ANAL?TICA;4;60;2010.1;;8.7;APROVADO;DISPENSA
110110087;1109049;?LGEBRA LINEAR I;4;60;2010.1;;5;APROVADO;DISPENSA
110110087;1109053;CALCULO DIFERENCIAL E INTEGRAL II;4;60;2010.1;;5;APROVADO;DISPENSA
110110087;1109103;CALCULO DIFERENCIAL E INTEGRAL I;4;60;2010.1;;5;APROVADO;DISPENSA
110110087;1303021;ECONOMIA;4;60;2010.1;;6.5;APROVADO;DISPENSA
110110087;1307151;LEITURA E PRODUCAO DE TEXTOS;4;60;2010.1;2;7;APROVADO;NORMAL
110110087;1411167;PROGRAMA??O I;4;60;2010.1;2;4.4;REPROVADO_POR_NOTA;NORMAL
110110087;1411174;INTRODU??O ? COMPUTA??O;4;60;2010.1;1;7;APROVADO;NORMAL
110110087;1411180;LABORAT?RIO DE PROGRAMA??O I;4;60;2010.1;2;3;REPROVADO_POR_NOTA;NORMAL
110110087;1108089;FUNDAMENTOS DE F?SICA CL?SSICA;4;60;2010.2;1;7.6;APROVADO;NORMAL
110110087;1304055;FUTSAL;2;30;2010.2;2;9;APROVADO;NORMAL
110110087;1305219;DIREITO E CIDADANIA;4;60;2010.2;1;8.7;APROVADO;NORMAL
110110087;1411167;PROGRAMA??O I;4;60;2010.2;1;8.7;APROVADO;NORMAL
110110087;1411176;GER?NCIA DA INFORMA??O;4;60;2010.2;1;7.4;APROVADO;NORMAL
110110087;1411180;LABORAT?RIO DE PROGRAMA??O I;4;60;2010.2;3;9.1;APROVADO;NORMAL
110110087;1108090;FUNDAMENTOS DE F?SICA MODERNA;4;60;2011.1;1;8.3;APROVADO;NORMAL
110110087;1109113;MATEM?TICA DISCRETA;4;60;2011.1;1;7;APROVADO;NORMAL
110110087;1114107;PROBABILIDADE E ESTAT?STICA;4;60;2011.1;3;5;APROVADO;NORMAL
110110087;1411168;PROGRAMA??O II;4;60;2011.1;2;7.5;APROVADO;NORMAL
110110087;1411170;TEORIA DOS GRAFOS;2;30;2011.1;1;7.3;APROVADO;NORMAL
110110087;1411181;LABORAT?RIO DE PROGRAMA??O II;4;60;2011.1;1;5;APROVADO;NORMAL
110110087;1114114;METODOS ESTATISTICOS;4;60;2011.2;1;7.5;APROVADO;NORMAL
110110087;1305220;INFORM?TICA E SOCIEDADE;2;30;2011.2;1;9.4;APROVADO;NORMAL
110110087;1307150;INGL?S;4;60;2011.2;1;8.7;APROVADO;NORMAL
110110087;1411171;TEORIA DA COMPUTA??O;4;60;2011.2;1;7;APROVADO;NORMAL
110110087;1411172;ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2011.2;1;5.6;APROVADO;NORMAL
110110087;1411178;SISTEMAS DE INFORMA??O I;4;60;2011.2;1;6.2;APROVADO;NORMAL
110110087;1411179;LAB.DE ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2011.2;3;5.4;APROVADO;NORMAL
110110087;1411169;PARADIGMAS DE LING. DE PROGRAMA??O;2;30;2012.1;1;7.6;APROVADO;NORMAL
110110087;1411173;L?GICA MATEM?TICA;4;60;2012.1;1;7.6;APROVADO;NORMAL
110110087;1411175;ORG.E ARQUITETURA DE COMPUTADORES I;4;60;2012.1;1;6.3;APROVADO;NORMAL
110110087;1411177;ENGENHARIA DE SOFTWARE I;4;60;2012.1;1;6.6;APROVADO;NORMAL
110110087;1411182;LAB.DE ORG.E ARQUITETURA DE COMPUTADORES;4;60;2012.1;1;8.7;APROVADO;NORMAL
110110087;1411183;LABORAT?RIO DE ENGENHARIA DE SOFTWARE;2;30;2012.2;1;7.2;APROVADO;NORMAL
110110087;1411187;AN?LISE E T?CNICA DE ALGORITMOS;4;60;2012.2;1;7.2;APROVADO;NORMAL
110110087;1411190;REDES DE COMPUTADORES;4;60;2012.2;1;5.5;APROVADO;NORMAL
110110087;1411193;BANCO DE DADOS I;4;60;2012.2;1;5.9;APROVADO;NORMAL
110110087;1411195;SISTEMAS DE INFORMA??O II;4;60;2012.2;1;7.3;APROVADO;NORMAL
110110087;1411249;TECC (METODOS FORMAIS);4;60;2012.2;1;8.5;APROVADO;NORMAL
110110088;1109035;ALGEBRA VETORIAL E GEOMETRIA ANAL?TICA;4;60;2010.1;4;8.2;APROVADO;NORMAL
110110088;1109103;CALCULO DIFERENCIAL E INTEGRAL I;4;60;2010.1;4;7;APROVADO;NORMAL
110110088;1307151;LEITURA E PRODUCAO DE TEXTOS;4;60;2010.1;2;7.2;APROVADO;NORMAL
110110088;1411167;PROGRAMA??O I;4;60;2010.1;2;7;APROVADO;NORMAL
110110088;1411174;INTRODU??O ? COMPUTA??O;4;60;2010.1;1;8.6;APROVADO;NORMAL
110110088;1411180;LABORAT?RIO DE PROGRAMA??O I;4;60;2010.1;2;7;APROVADO;NORMAL
110110088;1108089;FUNDAMENTOS DE F?SICA CL?SSICA;4;60;2010.2;1;9.1;APROVADO;NORMAL
110110088;1109053;CALCULO DIFERENCIAL E INTEGRAL II;4;60;2010.2;2;8.7;APROVADO;NORMAL
110110088;1109113;MATEM?TICA DISCRETA;4;60;2010.2;1;9.5;APROVADO;NORMAL
110110088;1305219;DIREITO E CIDADANIA;4;60;2010.2;1;9.8;APROVADO;NORMAL
110110088;1411168;PROGRAMA??O II;4;60;2010.2;2;8.2;APROVADO;NORMAL
110110088;1411170;TEORIA DOS GRAFOS;2;30;2010.2;1;7.9;APROVADO;NORMAL
110110088;1411181;LABORAT?RIO DE PROGRAMA??O II;4;60;2010.2;2;8.6;APROVADO;NORMAL
110110088;1108090;FUNDAMENTOS DE F?SICA MODERNA;4;60;2011.1;1;8;APROVADO;NORMAL
110110088;1114107;PROBABILIDADE E ESTAT?STICA;4;60;2011.1;2;7.1;APROVADO;NORMAL
110110088;1411172;ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2011.1;1;7.7;APROVADO;NORMAL
110110088;1411176;GER?NCIA DA INFORMA??O;4;60;2011.1;1;0;REPROVADO_POR_FALTA;NORMAL
110110088;1411179;LAB.DE ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2011.1;2;9.3;APROVADO;NORMAL
110110089;1109035;ALGEBRA VETORIAL E GEOMETRIA ANAL?TICA;4;60;2010.1;4;0;REPROVADO_POR_FALTA;NORMAL
110110089;1109103;CALCULO DIFERENCIAL E INTEGRAL I;4;60;2010.1;4;0;REPROVADO_POR_FALTA;NORMAL
110110089;1307151;LEITURA E PRODUCAO DE TEXTOS;4;60;2010.1;1;0;REPROVADO_POR_FALTA;NORMAL
110110089;1411167;PROGRAMA??O I;4;60;2010.1;1;7.7;APROVADO;NORMAL
110110089;1411174;INTRODU??O ? COMPUTA??O;4;60;2010.1;1;5.4;APROVADO;NORMAL
110110089;1411180;LABORAT?RIO DE PROGRAMA??O I;4;60;2010.1;1;7.8;APROVADO;NORMAL
110110089;1305020;RELACOES HUMANAS;3;45;2010.2;1;0;REPROVADO_POR_FALTA;NORMAL
110110089;1305033;SOCIOLOGIA INDUSTRIAL I;3;45;2010.2;2;1;REPROVADO_POR_NOTA;NORMAL
110110089;1411168;PROGRAMA??O II;4;60;2010.2;1;6.4;APROVADO;NORMAL
110110089;1411170;TEORIA DOS GRAFOS;2;30;2010.2;1;0;REPROVADO_POR_FALTA;NORMAL
110110089;1411181;LABORAT?RIO DE PROGRAMA??O II;4;60;2010.2;1;6;APROVADO;NORMAL
110110089;1109035;ALGEBRA VETORIAL E GEOMETRIA ANAL?TICA;4;60;2011.1;3;0;REPROVADO_POR_FALTA;NORMAL
110110089;1109103;CALCULO DIFERENCIAL E INTEGRAL I;4;60;2011.1;4;0;REPROVADO_POR_FALTA;NORMAL
110110089;1303021;ECONOMIA;4;60;2011.1;5;0;REPROVADO_POR_FALTA;NORMAL
110110089;1305020;RELACOES HUMANAS;3;45;2011.1;1;0;REPROVADO_POR_FALTA;NORMAL
110110089;1305219;DIREITO E CIDADANIA;4;60;2011.1;1;0;REPROVADO_POR_NOTA;NORMAL
110110089;1305220;INFORM?TICA E SOCIEDADE;2;30;2011.1;1;0;REPROVADO_POR_FALTA;NORMAL
110110089;1411170;TEORIA DOS GRAFOS;2;30;2011.1;2;0;REPROVADO_POR_FALTA;NORMAL
110110090;1109035;ALGEBRA VETORIAL E GEOMETRIA ANAL?TICA;4;60;2010.1;4;1;REPROVADO_POR_NOTA;NORMAL
110110090;1109103;CALCULO DIFERENCIAL E INTEGRAL I;4;60;2010.1;4;1.8;REPROVADO_POR_NOTA;NORMAL
110110090;1307151;LEITURA E PRODUCAO DE TEXTOS;4;60;2010.1;2;6.3;APROVADO;NORMAL
110110090;1411167;PROGRAMA??O I;4;60;2010.1;2;3.4;REPROVADO_POR_NOTA;NORMAL
110110090;1411174;INTRODU??O ? COMPUTA??O;4;60;2010.1;1;5.4;APROVADO;NORMAL
110110090;1411180;LABORAT?RIO DE PROGRAMA??O I;4;60;2010.1;2;3.6;REPROVADO_POR_NOTA;NORMAL
110110090;1109035;ALGEBRA VETORIAL E GEOMETRIA ANAL?TICA;4;60;2010.2;8;7.2;APROVADO;NORMAL
110110090;1109103;CALCULO DIFERENCIAL E INTEGRAL I;4;60;2010.2;4;6.5;APROVADO;NORMAL
110110090;1301014;ADMINISTRA??O;4;60;2010.2;3;6.7;APROVADO;NORMAL
110110090;1411167;PROGRAMA??O I;4;60;2010.2;1;7;APROVADO;NORMAL
110110090;1411180;LABORAT?RIO DE PROGRAMA??O I;4;60;2010.2;3;7.2;APROVADO;NORMAL
110110090;1108089;FUNDAMENTOS DE F?SICA CL?SSICA;4;60;2011.1;1;0;REPROVADO_POR_NOTA;NORMAL
110110090;1109053;CALCULO DIFERENCIAL E INTEGRAL II;4;60;2011.1;4;5.3;APROVADO;NORMAL
110110090;1109113;MATEM?TICA DISCRETA;4;60;2011.1;2;6.3;APROVADO;NORMAL
110110090;1411168;PROGRAMA??O II;4;60;2011.1;2;5.4;APROVADO;NORMAL
110110090;1411170;TEORIA DOS GRAFOS;2;30;2011.1;2;7.1;APROVADO;NORMAL
110110090;1411181;LABORAT?RIO DE PROGRAMA??O II;4;60;2011.1;1;5;APROVADO;NORMAL
110110090;1108089;FUNDAMENTOS DE F?SICA CL?SSICA;4;60;2011.2;1;2.7;REPROVADO_POR_NOTA;NORMAL
110110090;1109049;?LGEBRA LINEAR I;4;60;2011.2;1;-1;REPROVADO_POR_FALTA;NORMAL
110110090;1114107;PROBABILIDADE E ESTAT?STICA;4;60;2011.2;1;3.9;REPROVADO_POR_NOTA;NORMAL
110110090;1411171;TEORIA DA COMPUTA??O;4;60;2011.2;1;5.3;APROVADO;NORMAL
110110090;1411172;ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2011.2;1;1.6;REPROVADO_POR_NOTA;NORMAL
110110090;1411179;LAB.DE ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2011.2;3;1;REPROVADO_POR_NOTA;NORMAL
110110090;1108089;FUNDAMENTOS DE F?SICA CL?SSICA;4;60;2012.1;1;4;REPROVADO_POR_NOTA;NORMAL
110110090;1109049;?LGEBRA LINEAR I;4;60;2012.1;3;5;APROVADO;NORMAL
110110090;1307150;INGL?S;4;60;2012.1;1;7.7;APROVADO;NORMAL
110110090;1411172;ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2012.1;1;4.5;REPROVADO_POR_NOTA;NORMAL
110110090;1411176;GER?NCIA DA INFORMA??O;4;60;2012.1;1;-1;REPROVADO_POR_FALTA;NORMAL
110110090;1411179;LAB.DE ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2012.1;2;3.2;REPROVADO_POR_NOTA;NORMAL
110110090;1108089;FUNDAMENTOS DE F?SICA CL?SSICA;4;60;2012.2;1;8;APROVADO;NORMAL
110110090;1305033;SOCIOLOGIA INDUSTRIAL I;3;45;2012.2;2;7.8;APROVADO;NORMAL
110110090;1411172;ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2012.2;1;7.8;APROVADO;NORMAL
110110090;1411176;GER?NCIA DA INFORMA??O;4;60;2012.2;1;-1;REPROVADO_POR_FALTA;NORMAL
110110090;1411179;LAB.DE ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2012.2;2;5.5;APROVADO;NORMAL
110110090;1108090;FUNDAMENTOS DE F?SICA MODERNA;4;60;2013.1;1;5.2;APROVADO;NORMAL
110110090;1114107;PROBABILIDADE E ESTAT?STICA;4;60;2013.1;3;1.2;REPROVADO_POR_NOTA;NORMAL
110110090;1411169;PARADIGMAS DE LING. DE PROGRAMA??O;2;30;2013.1;2;8.5;APROVADO;NORMAL
110110090;1411173;L?GICA MATEM?TICA;4;60;2013.1;1;-1;REPROVADO_POR_FALTA;NORMAL
110110090;1411176;GER?NCIA DA INFORMA??O;4;60;2013.1;1;4;REPROVADO_POR_NOTA;NORMAL
110110090;1114107;PROBABILIDADE E ESTAT?STICA;4;60;2013.2;1;6.1;APROVADO;NORMAL
110110090;1303021;ECONOMIA;4;60;2013.2;1;-1;REPROVADO_POR_FALTA;NORMAL
110110090;1411173;L?GICA MATEM?TICA;4;60;2013.2;1;0.8;REPROVADO_POR_NOTA;NORMAL
110110090;1411176;GER?NCIA DA INFORMA??O;4;60;2013.2;1;7.2;APROVADO;NORMAL
110110090;1114114;METODOS ESTATISTICOS;4;60;2014.1;1;5;APROVADO;NORMAL
110110090;1411173;L?GICA MATEM?TICA;4;60;2014.1;1;6.3;APROVADO;NORMAL
110110090;1411175;ORG.E ARQUITETURA DE COMPUTADORES I;4;60;2014.1;1;5.2;APROVADO;NORMAL
110110090;1411177;ENGENHARIA DE SOFTWARE I;4;60;2014.1;1;-1;REPROVADO_POR_FALTA;NORMAL
110110090;1411178;SISTEMAS DE INFORMA??O I;4;60;2014.1;1;0;REPROVADO_POR_NOTA;NORMAL
110110090;1411182;LAB.DE ORG.E ARQUITETURA DE COMPUTADORES;4;60;2014.1;2;-1;REPROVADO_POR_FALTA;NORMAL
110110090;1305220;INFORM?TICA E SOCIEDADE;2;30;2014.2;1;-1;REPROVADO_POR_FALTA;NORMAL
110110090;1411177;ENGENHARIA DE SOFTWARE I;4;60;2014.2;1;0;REPROVADO_POR_NOTA;NORMAL
110110090;1411178;SISTEMAS DE INFORMA??O I;4;60;2014.2;1;0;REPROVADO_POR_NOTA;NORMAL
110110090;1411182;LAB.DE ORG.E ARQUITETURA DE COMPUTADORES;4;60;2014.2;2;-1;REPROVADO_POR_FALTA;NORMAL
110110090;1411187;AN?LISE E T?CNICA DE ALGORITMOS;4;60;2014.2;1;-1;REPROVADO_POR_FALTA;NORMAL
110110090;1411177;ENGENHARIA DE SOFTWARE I;4;60;2015.1;1;2.8;REPROVADO_POR_NOTA;NORMAL
110110090;1411178;SISTEMAS DE INFORMA??O I;4;60;2015.1;1;2.5;REPROVADO_POR_NOTA;NORMAL
110110090;1411182;LAB.DE ORG.E ARQUITETURA DE COMPUTADORES;4;60;2015.1;1;3.5;REPROVADO_POR_NOTA;NORMAL
110110090;1411187;AN?LISE E T?CNICA DE ALGORITMOS;4;60;2015.1;1;-1;REPROVADO_POR_FALTA;NORMAL
110110091;1109035;ALGEBRA VETORIAL E GEOMETRIA ANAL?TICA;4;60;2010.1;4;7.3;APROVADO;NORMAL
110110091;1109103;CALCULO DIFERENCIAL E INTEGRAL I;4;60;2010.1;1;6.5;APROVADO;NORMAL
110110091;1307151;LEITURA E PRODUCAO DE TEXTOS;4;60;2010.1;1;7.2;APROVADO;NORMAL
110110091;1411167;PROGRAMA??O I;4;60;2010.1;1;7.9;APROVADO;NORMAL
110110091;1411174;INTRODU??O ? COMPUTA??O;4;60;2010.1;1;8.8;APROVADO;NORMAL
110110091;1411180;LABORAT?RIO DE PROGRAMA??O I;4;60;2010.1;1;8.5;APROVADO;NORMAL
110110091;1109053;CALCULO DIFERENCIAL E INTEGRAL II;4;60;2010.2;2;6.2;APROVADO;NORMAL
110110091;1109113;MATEM?TICA DISCRETA;4;60;2010.2;1;8.5;APROVADO;NORMAL
110110091;1305220;INFORM?TICA E SOCIEDADE;2;30;2010.2;1;9.2;APROVADO;NORMAL
110110091;1411168;PROGRAMA??O II;4;60;2010.2;1;9.2;APROVADO;NORMAL
110110091;1411170;TEORIA DOS GRAFOS;2;30;2010.2;1;7.9;APROVADO;NORMAL
110110091;1411181;LABORAT?RIO DE PROGRAMA??O II;4;60;2010.2;1;9.1;APROVADO;NORMAL
110110091;1108089;FUNDAMENTOS DE F?SICA CL?SSICA;4;60;2011.1;1;8.1;APROVADO;NORMAL
110110091;1109049;?LGEBRA LINEAR I;4;60;2011.1;7;3.2;REPROVADO_POR_NOTA;NORMAL
110110091;1411171;TEORIA DA COMPUTA??O;4;60;2011.1;2;9.4;APROVADO;NORMAL
110110091;1411172;ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2011.1;1;7;APROVADO;NORMAL
110110091;1411176;GER?NCIA DA INFORMA??O;4;60;2011.1;1;8.2;APROVADO;NORMAL
110110091;1411179;LAB.DE ESTRUTURAS DE DADOS E ALGORITMOS;4;60;2011.1;1;7.6;APROVADO;NORMAL
110110091;1108090;FUNDAMENTOS DE F?SICA MODERNA;4;60;2011.2;1;7.2;APROVADO;NORMAL
110110091;1109049;?LGEBRA LINEAR I;4;60;2011.2;6;5.6;APROVADO;NORMAL
110110091;1114107;PROBABILIDADE E ESTAT?STICA;4;60;2011.2;1;5.3;APROVADO;NORMAL
110110091;1411169;PARADIGMAS DE LING. DE PROGRAMA??O;2;30;2011.2;2;7.3;APROVADO;NORMAL
110110091;1411178;SISTEMAS DE INFORMA??O I;4;60;2011.2;1;9.2;APROVADO;NORMAL
110110091;1411173;L?GICA MATEM?TICA;4;60;2012.1;1;-1;TRANCADO;NORMAL
110110091;1411175;ORG.E ARQUITETURA DE COMPUTADORES I;4;60;2012.1;1;-1;TRANCADO;NORMAL
110110091;1411177;ENGENHARIA DE SOFTWARE I;4;60;2012.1;1;7.8;APROVADO;NORMAL
110110091;1411182;LAB.DE ORG.E ARQUITETURA DE COMPUTADORES;4;60;2012.1;2;10;APROVADO;NORMAL
110110091;1411285;TECC (DID?TICA EM CI?NCIA DA COMPUTA??O);2;30;2012.1;1;9.5;APROVADO;NORMAL
110110091;1114114;METODOS ESTATISTICOS;4;60;2013.2;1;-1;REPROVADO_POR_FALTA;NORMAL
110110091;1411173;L?GICA MATEM?TICA;4;60;2013.2;1;7.8;APROVADO;NORMAL
110110091;1411175;ORG.E ARQUITETURA DE COMPUTADORES I;4;60;2013.2;1;7.7;APROVADO;NORMAL
110110091;1411183;LABORAT?RIO DE ENGENHARIA DE SOFTWARE;2;30;2013.2;2;8.5;APROVADO;NORMAL
110110091;1411193;BANCO DE DADOS I;4;60;2013.2;1;6.9;APROVADO;NORMAL
110110091;1411288;TECC (DID?T. CI?NCIA DA COMPUTA??O II);2;30;2013.2;1;9.5;APROVADO;NORMAL
110110091;1411291;TECC (PROJETO EM COMPUTA??O GR?FICA);4;60;2013.2;1;8.8;APROVADO;NORMAL
110110091;1114114;METODOS ESTATISTICOS;4;60;2014.1;1;5.7;APROVADO;NORMAL
110110091;1305219;DIREITO E CIDADANIA;4;60;2014.1;1;9.7;APROVADO;NORMAL
110110091;1411190;REDES DE COMPUTADORES;4;60;2014.1;1;5;APROVADO;NORMAL
110110091;1411195;SISTEMAS DE INFORMA??O II;4;60;2014.1;1;5.8;APROVADO;NORMAL
110110091;1411221;SISTEMAS DE INFORMA??ES GEOGR?FICAS;4;60;2014.1;1;8.8;APROVADO;NORMAL
110110091;1304055;FUTSAL;2;30;2014.2;1;8;APROVADO;NORMAL
110110091;1305218;METODOLOGIA CIENT?FICA;4;60;2014.2;2;7;APROVADO;NORMAL
110110091;1411187;AN?LISE E T?CNICA DE ALGORITMOS;4;60;2014.2;1;8.7;APROVADO;NORMAL
110110091;1411189;COMPILADORES;4;60;2014.2;1;7.3;APROVADO;NORMAL
110110091;1411203;EST?GIO INTEGRADO;10;300;2014.2;1;8;APROVADO;NORMAL
110110091;1411281;TECC(EMPREENDEDORISMO EM SOFTWARE);4;60;2014.2;1;9.3;APROVADO;NORMAL
110110092;1109035;ALGEBRA VETORIAL E GEOMETRIA ANAL?TICA;4;60;2010.1;4;0;REPROVADO_POR_FALTA;NORMAL
110110092;1109103;CALCULO DIFERENCIAL E INTEGRAL I;4;60;2010.1;1;0;REPROVADO_POR_FALTA;NORMAL
110110092;1307151;LEITURA E PRODUCAO DE TEXTOS;4;60;2010.1;1;7;APROVADO;NORMAL
110110092;1411167;PROGRAMA??O I;4;60;2010.1;1;0;REPROVADO_POR_FALTA;NORMAL
110110092;1411174;INTRODU??O ? COMPUTA??O;4;60;2010.1;1;0;REPROVADO_POR_FALTA;NORMAL
110110092;1411180;LABORAT?RIO DE PROGRAMA??O I;4;60;2010.1;1;0;REPROVADO_POR_FALTA;NORMAL
110110093;1108089;FUNDAMENTOS DE F?SICA CL?SSICA;4;60;2010.1;;7;APROVADO;DISPENSA
110110093;1108090;FUNDAMENTOS DE F?SICA MODERNA;4;60;2010.1;;9.1;APROVADO;DISPENSA
110110093;1109035;ALGEBRA VETORIAL E GEOMETRIA ANAL?TICA;4;60;2010.1;;5;APROVADO;DISPENSA
110110093;1109049;?LGEBRA LINEAR I;4;60;2010.1;;7.5;APROVADO;DISPENSA
110110093;1109053;CALCULO DIFERENCIAL E INTEGRAL II;4;60;2010.1;;7.7;APROVADO;DISPENSA
110110093;1109103;CALCULO DIFERENCIAL E INTEGRAL I;4;60;2010.1;;6.3;APROVADO;DISPENSA
110110093;1109113;MATEM?TICA DISCRETA;4;60;2010.1;;5.8;APROVADO;DISPENSA
110110093;1114107;PROBABILIDADE E ESTAT?STICA;4;60;2010.1;;7;APROVADO;DISPENSA
110110093;1114114;METODOS ESTATISTICOS;4;60;2010.1;1;6.8;APROVADO;NORMAL
110110093;1301014;ADMINISTRA??O;4;60;2010.1;;8.8;APROVADO;DISPENSA
110110093;1305218;METODOLOGIA CIENT?FICA;4;60;2010.1;;7.8;APROVADO;DISPENSA
110110093;1305219;DIREITO E CIDADANIA;4;60;2010.1;;8.5;APROVADO;DISPENSA
110110093;1305220;INFORM?TICA E SOCIEDADE;2;30;2010.1;;8.2;APROVADO;DISPENSA
110110093;1307150;INGL?S;4;60;2010.1;;7.4;APROVADO;DISPENSA
110110093;1307151;LEITURA E PRODUCAO DE TEXTOS;4;60;2010.1;;7.8;APROVADO;DISPENSA
110110093;1411167;PROGRAMA??O I;4;60;2010.1;;7.1;APROVADO;DISPENSA
110110093;1411168;PROGRAMA??O II;4;60;2010.1;;6.5;APROVADO;DISPENSA
