CODIGO_CURSO;CODIGO_CURRICULAR;CODIGO_DISCIPLINA;NOME_DISCIPLINA;CREDITO_DISCIPLINA;HORAS_DISCIPLINA;TIPO;SEMESTRE_IDEAL
14102100;2017;1411183;LABORAT?RIO DE ENGENHARIA DE SOFTWARE;2;30;OPCIONAL;-1
14102100;2017;1411185;PROJETO EM COMPUTA??O I;4;60;OBRIGATORIO;8
14102100;2017;1411187;AN?LISE E T?CNICA DE ALGORITMOS;4;60;OBRIGATORIO;7
14102100;2017;1411188;M?TODOS E SOFTWARE NUM?RICOS;4;60;OPCIONAL;6
14102100;2017;1411189;COMPILADORES;4;60;OBRIGATORIO;7
14102100;2017;1411190;REDES DE COMPUTADORES;4;60;OBRIGATORIO;5
14102100;2017;1411192;SISTEMAS OPERACIONAIS;4;60;OBRIGATORIO;5
14102100;2017;1411193;BANCO DE DADOS I;4;60;OBRIGATORIO;4
14102100;2017;1411194;BANCO DE DADOS II;4;60;OPCIONAL;6
14102100;2017;1411197;AVAL.DE DESEMPENHO DE SISTEMAS DISCRETOS;4;60;OPCIONAL;6
14102100;2017;1411198;ADM.DE SIST.GERENC.DE BANCO DE DADOS;4;60;OPCIONAL;6
14102100;2017;1411200;COMPUTA??O GR?FICA;4;60;OPCIONAL;6
14102100;2017;1411202;ENGENHARIA DE SOFTWARE II;4;60;OPCIONAL;-1
14102100;2017;1411209;INTERFACE HOMEM-M?QUINA;4;60;OPCIONAL;6
14102100;2017;1411213;OTIMIZA??O;4;60;OPCIONAL;6
14102100;2017;1411217;PROJETO DE REDES DE COMPUTADORES;4;60;OPCIONAL;6
14102100;2017;1411221;SISTEMAS DE INFORMA??ES GEOGR?FICAS;4;60;OPCIONAL;6
14102100;2017;1411222;SISTEMAS DISTRIBU?DOS;4;60;OPCIONAL;6
14102100;2017;1411238;SEMIN?RIOS (EDUCA??O AMBIENTAL);0;0;OPCIONAL;-1
14102100;2017;1411243;TECC(ALGORITMOS AVAN?ADOS I );2;30;OPCIONAL;-1
14102100;2017;1411244;TECC(ECONOMIA DE TECNOLOGIA DA INFORMA??;4;60;OPCIONAL;-1
14102100;2017;1411247;TECC(ALGORITMOS AVAN?ADOS II);2;30;OPCIONAL;-1
14102100;2017;1411255;TECC(LAB DE SISTEMAS OPERACIONAIS);2;30;OPCIONAL;-1
14102100;2017;1411258;TECC(ALGORITMOS AVAN?ADOS V);2;30;OPCIONAL;-1
14102100;2017;1411263;TECC(ALGORITMOS AVAN?ADOS VI);2;30;OPCIONAL;-1
14102100;2017;1411270;TECC (PROGRAMA??O III);4;60;OPCIONAL;-1
14102100;2017;1411276;TECC(VISAO COMPUTACIONAL);4;60;OPCIONAL;-1
14102100;2017;1411281;TECC(EMPREENDEDORISMO EM SOFTWARE);4;60;OPCIONAL;-1
14102100;2017;1411282;TECC(ADMINISTRACAO DE SISTEMAS);4;60;OPCIONAL;-1
14102100;2017;1411283;TECC(FUNDAMENTOS DE PROG CONCORRENTE);4;60;OPCIONAL;-1
14102100;2017;1411285;TECC (DID?TICA EM CI?NCIA DA COMPUTA??O);2;30;OPCIONAL;-1
14102100;2017;1411288;TECC (DID?T. CI?NCIA DA COMPUTA??O II);2;30;OPCIONAL;-1
14102100;2017;1411289;TECC (AN?LISE DE DADOS I);4;60;OPCIONAL;-1
14102100;2017;1411290;TECC(JOGOS DIGITAIS);4;60;OPCIONAL;-1
14102100;2017;1411292;TECC (AN?LISE DE DADOS II);4;60;OPCIONAL;-1
14102100;2017;1411295;TECC(PROJETO EM ARTE E TECNOLOGIA);4;60;OPCIONAL;-1
14102100;2017;1411302;TECC(PROGRAMACAO FUNCIONAL);4;60;OPCIONAL;-1
14102100;2017;1411303;TECC(VISUALIZACAO DE INFORMACAO);4;60;OPCIONAL;-1
14102100;2017;1411304;TEORIA DOS GRAFOS;4;60;OBRIGATORIO;3
14102100;2017;1411305;ESTRUTURA DE DADOS;4;60;OBRIGATORIO;3
14102100;2017;1411306;LABORATORIO DE ESTRUTURA DE DADOS;4;60;OBRIGATORIO;3
14102100;2017;1411307;L?GICA PARA COMPUTA??O;4;60;OBRIGATORIO;3
14102100;2017;1411308;PROJETO DE SOFTWARE;4;60;OBRIGATORIO;4
14102100;2017;1411309;PARADIGMAS DE LINGUAGEM DE PROGRAMA??O;4;60;OBRIGATORIO;4
14102100;2017;1411310;ORGANIZA??O E ARQUIT. DE COMPUTADORES;4;60;OBRIGATORIO;4
14102100;2017;1411311;FUND DE MATEM?TICA P/ C.DA COMPUTA??O I;4;60;OBRIGATORIO;1
14102100;2017;1411312;FUND DE MATEM?TICA P/ C.DA COMPUTA??O II;4;60;OBRIGATORIO;2
14102100;2017;1411313;AN?LISE DE SISTEMAS;4;60;OBRIGATORIO;5
14102100;2017;1411314;ENGENHARIA DE SOFTWARE;4;60;OBRIGATORIO;5
14102100;2017;1411315;PROGRAMA??O CONCORRENTE;4;60;OBRIGATORIO;6
14102100;2017;1411316;INTELIG?NCIA ARTIFICIAL;4;60;OBRIGATORIO;6
14102100;2017;1411317;PROJETO DE TRAB. DE CONCLUSAO DE CURSO;4;60;COMPLEMENTAR;8
14102100;2017;1411318;TRABALHO DE CONCLUS?O DE CURSO;4;60;COMPLEMENTAR;9
14102100;2017;1411319;ATIVIDADES COMPLEMENTARES FLEXIVEIS;22;330;COMPLEMENTAR;-1
14102100;2017;1411320;ADMINISTRA??O DE SISTEMAS;4;60;OPCIONAL;6
14102100;2017;1411321;ALGORITMOS AVAN?ADOS I;4;60;OPCIONAL;6
14102100;2017;1411322;ALGORITMOS AVAN?ADOS II;4;60;OPCIONAL;6
14102100;2017;1411323;ALGORITMOS AVAN?ADOS III;4;60;OPCIONAL;6
14102100;2017;1411324;ALGORITMOS AVAN?ADOS IV;4;60;OPCIONAL;6
14102100;2017;1411325;ARQUITETURA DE SOFTWARE;4;60;OPCIONAL;6
14102100;2017;1411326;DESENV. DE APLICACOES CORP. AVANCADAS;4;60;OPCIONAL;6
14102100;2017;1411327;DES DE SOFTWARE INTEG ? OPER DA INFRAEST;4;60;OPCIONAL;6
14102100;2017;1411328;ECONOMIA DE TECNOLOGIA DA INFORMA??O;4;60;OPCIONAL;6
14102100;2017;1411329;EMPREENDEDORISMO EM SOFTWARE;4;60;OPCIONAL;6
14102100;2017;1411330;GER?NCIA DE REDES;4;60;OPCIONAL;6
14102100;2017;1411331;INTERCONEX?O DE REDES DE COMPUTADORES;4;60;OPCIONAL;6
14102100;2017;1411332;M?TODOS FORMAIS;4;60;OPCIONAL;6
14102100;2017;1411333;PR?TICA DE ENSINO DE COMPUTA??O I;2;30;OPCIONAL;6
14102100;2017;1411334;PR?TICA DE ENSINO DE COMPUTA??O II;2;30;OPCIONAL;6
14102100;2017;1411335;PRINCIPIOS DE DESENVOLVIMENTO WEB;4;60;OPCIONAL;6
14102100;2017;1411336;PROGRAMA??O EM BANCO DE DADOS;4;60;OPCIONAL;6
14102100;2017;1411337;PROVIS. E OPER. DE INFRAESTRUTURAS;4;60;OPCIONAL;6
14102100;2017;1411338;RECONHEC. DE PADR?ES E REDES NEURAIS;4;60;OPCIONAL;6
14102100;2017;1411339;RECUP. DE INFORMA??O E BUSCA NA WEB;4;60;OPCIONAL;6
14102100;2017;1411340;SEGURAN?A DE SISTEMAS;4;60;OPCIONAL;6
14102100;2017;1411342;SISTEMAS DE APOIO ? DECIS?O;4;60;OPCIONAL;6
14102100;2017;1411343;VERIFICA??O E VALIDA??O DE SOFTWARE;4;60;OPCIONAL;6
14102100;2017;1411344;VIS?O COMPUTACIONAL;4;60;OPCIONAL;6
14102100;2017;1411345;INFORM?TICA E SOCIEDADE;4;60;OPCIONAL;-1
14102100;2017;1411348;PROJETO EM COMPUTA??O II;4;60;OBRIGATORIO;9
14102100;2017;1411349;TECC(PROJETO DE SISTEMAS OPERACIONAIS);4;60;OPCIONAL;-1
14102100;2017;1411350;TECC(GESTAO DE PROJETOS);4;60;OPCIONAL;-1
14102100;2017;1411351;TECC(CIENCIA DE DADOS DESCRITIVA);4;60;OPCIONAL;-1
14102100;2017;1411352;TECC(PERCEPCAO COMPUTACIONAL;4;60;OPCIONAL;-1
14102100;2017;1411353;TECC I(APLICACOES DE TEORIA DOS GRAFOS);2;30;OPCIONAL;-1
14102100;2017;1411354;TECC I(APLIC DE PARAD DE LING DE PROGRAM;2;30;OPCIONAL;-1
14102100;2017;1411355;TECC(VISUALIZA??O DE DADOS);4;60;OPCIONAL;-1
14102100;2017;1411356;TECC(CI?NCIA DE DADOS PREDITIVA);4;60;OPCIONAL;-1
14102100;2017;1411357;TECC(GOVERNANCA DA INTERNET);4;60;OPCIONAL;-1
14102100;2017;1411358;TECC(PROCESSAMENTO DE LINGUAGEM NATURAL);4;60;OPCIONAL;-1
14102100;2017;1411359;TECC(JOGOS DIGITAIS);4;60;OPCIONAL;-1
14102100;2017;1411360;TECC(PROGRAMA??O PARA WEB);4;60;OPCIONAL;-1
14102100;2017;1411361;TECC(TRANSFORMA??O DIGITAL);4;60;OPCIONAL;-1
14102100;2017;1411362;TECC(HABILIDADES SOCIOEMOCIONAIS I);2;30;OPCIONAL;-1
14102100;2017;1411363;TECC(HABILIDADES SOCIOEMOCIONAIS II);2;30;OPCIONAL;-1
