ano_formatura_ensino_medio;termo_estado;idade;genero;estado_civil_alunos;nacionalidade;razao_inatividade;tipo_admissao;termo_admissao;politica_afirmativa;tipo_ensino_medio;codigo_curso;codigo_curricular;alunos_ativos;ex_alunos;alunos_inativos
2001;2009.2;41;masculino;casado;BRASILEIRA;DESCONHECIDO;vestibular;2002.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2002;2007.1;39;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2003.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2002;2007.1;40;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2003.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2003;2012.1;38;masculino;casado;BRASILEIRA;DESCONHECIDO;vestibular;2004.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2003;2008.2;38;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2005.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2005;2010.1;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2006.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2005;2010.1;36;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2006.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2006;2012.1;35;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2007.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2013;2011.1;38;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2007.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2002;2012.1;39;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2008.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2012.1;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2008.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2012.1;35;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2008.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2002;2009.2;39;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2008.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2016;2012.1;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2008.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2006;2014.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2008.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2006;2013.1;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;decisao_judicial_adm;2008.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2003;2013.1;38;masculino;casado;BRASILEIRA;DESCONHECIDO;transferencia;2009.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
1998;2013.1;43;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2009.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2008;2015.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2015.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2006;2015.2;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2006;2015.1;36;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2015.1;32;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2009.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2004;2014.2;38;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2014.2;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2015.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2016.2;34;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2009.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2008;2014.2;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2014.2;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2013.1;32;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2015.2;33;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2014.2;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2014.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2014.2;36;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2009.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2012.2;33;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;decisao_judicial_adm;2009.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2007;2015.1;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;decisao_judicial_adm;2009.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2008;2017.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2016.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2002;2016.1;44;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2016.1;32;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2005;2014.2;37;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2015.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2012.2;31;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2015.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2014.2;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2014.2;32;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2016.1;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.2;31;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2015.1;32;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2010.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2009;2015.1;32;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2013.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2014.2;32;masculino;desconhecido;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2006;2015.2;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2014.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2006;2016.1;32;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2008;2016.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2014.2;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
1997;2015.1;45;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2016.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2015.1;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2013;2015.2;38;masculino;casado;BRASILEIRA;DESCONHECIDO;vestibular;2010.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2009;2018.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2016.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2008;2015.2;33;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2014.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2005;2015.1;37;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2015.1;34;masculino;casado;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2014.2;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2006;2015.2;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.2;32;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2010.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2008;2015.1;34;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2015.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2013;2012.1;35;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2003;2016.2;38;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2013.2;32;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2014.2;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2018;2015.1;34;feminino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2012.1;33;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2015.1;32;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2012.2;31;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2010.2;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2015.1;33;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2015.2;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2017;2015.1;34;feminino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2014.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2016.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2010.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2008;2013.1;33;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;vestibular;2010.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2009;2016.2;32;feminino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2015.2;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2018.2;31;masculino;solteiro;BRASILEIRA;CANCELAMENTO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2000;2015.2;42;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2015.2;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2015.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2017.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2015.1;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2016.1;31;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.1;32;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;DESCONHECIDA;14102100;1999;FALSE;TRUE;FALSE
2003;2015.1;38;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2004;2015.1;37;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2016.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2002;2015.2;39;masculino;casado;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2015.2;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2003;2016.1;39;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.1;30;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2011.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2015.2;29;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2016.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2005;2015.2;37;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2014.2;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2003;2015.2;38;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2016.2;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2017.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
1987;2014.1;56;masculino;casado;BRASILEIRA;DESCONHECIDO;reingresso;2014.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2016.1;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2016.2;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2016.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2016.1;32;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2009;2014.2;33;feminino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2011.1;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2003;2016.1;38;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2016.1;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2015.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2017.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2016.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2018.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2008;2016.1;33;masculino;casado;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2016.1;34;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2002;2016.1;39;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2013.1;32;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2006;2014.2;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2004;2016.1;37;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2015.2;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2008;2015.1;33;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2006;2015.1;35;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2016.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2015.1;32;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2008;2015.2;33;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.1;29;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2016.2;31;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.1;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2016.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2009;2014.2;32;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2013.2;31;masculino;casado;BRASILEIRA;ABANDONO;vestibular;2011.2;A0;MAJORITARIAMENTE_PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2009;2015.2;34;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2016.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2004;2017.2;37;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2008;2015.1;33;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2008;2015.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2016.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2016.1;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2014.2;32;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.1;33;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.1;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2012.2;30;feminino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2017.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2016.1;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2011.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2013.1;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2011.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.2;32;masculino;solteiro;BRASILEIRA;REINGRESSO;transferencia;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2016.2;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;transferencia;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2015.1;29;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2017.1;30;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2014.1;31;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2014.2;30;feminino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2007;2014.1;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
