ano_formatura_ensino_medio;termo_estado;idade;genero;estado_civil_alunos;nacionalidade;razao_inatividade;tipo_admissao;termo_admissao;politica_afirmativa;tipo_ensino_medio;codigo_curso;codigo_curricular;alunos_ativos;ex_alunos;alunos_inativos
2016;2022.2;25;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2017.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2016;2023.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2017.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2016;2022.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2017.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2009;2018.1;32;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2017.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2016;2019.2;25;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;sisu;2017.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2016;2019.2;26;feminino;solteiro;BRASILEIRA;TRANSFERENCIA;sisu;2017.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2016;2023.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2017.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2016;2017.2;26;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2017.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2016;2018.2;27;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;sisu;2017.2;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.2;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2017.2;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2012;2018.1;31;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2017.2;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2016;2023.1;26;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2017.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2013;2023.2;27;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2017.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.2;24;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2013;2020.2;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2021.2;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.1;24;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2018.2;26;feminino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.1;23;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2022.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
1988;2020.2;53;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;A0;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2020.2;25;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;A0;MAJORITARIAMENTE_PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2011;2022.1;30;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2013;2022.1;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2019.2;23;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2007;2020.1;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2016;2022.2;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.1;24;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2022.2;26;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2016;2019.1;25;feminino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2021.1;25;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.2;24;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.2;24;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2021.2;24;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;23;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.1;24;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2016;2024.1;26;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2012;2019.1;29;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2012;2020.1;33;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.1;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2013;2021.2;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.2;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2022.1;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2020.1;24;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;L14;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2013;2018.2;29;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;L10;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2016;2019.2;26;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;L10;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2021.2;26;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;L13;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.2;24;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;L1;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.2;24;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.1;L1;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2016;2018.2;26;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2018.1;L1;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2019.2;25;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;sisu;2018.1;L1;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.2;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2008;2019.1;34;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;L1;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L5;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L5;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2022.2;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L5;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.2;23;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L5;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L5;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2021.2;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L5;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2020.1;24;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.1;24;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2014;2023.2;28;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2008;2023.2;34;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2014;2019.1;27;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2020.1;26;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.2;25;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L2;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2014;2020.1;28;feminino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.1;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2012;2018.2;31;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2018;2023.2;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2002;2018.2;50;masculino;casado;BRASILEIRA;EXPULSAO;sisu;2018.1;L13;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2016;2019.1;26;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;L5;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.2;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2016;2022.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;transferencia;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2015;2022.2;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;transferencia;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2021.2;27;feminino;solteiro;BRASILEIRA;DESCONHECIDO;reopcao;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2015;2021.2;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;reopcao;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2012;2022.1;29;masculino;solteiro;BRASILEIRA;ABANDONO;reopcao;2018.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2007;2020.2;33;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2016;2022.2;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2020.1;24;feminino;solteiro;BRASILEIRA;REINGRESSO;sisu;2018.1;L1;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2012;2018.2;29;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2020.2;24;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2015;2022.2;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2020.2;24;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.2;25;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2015;2020.1;26;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2021.2;23;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2016;2022.2;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.2;24;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2016;2020.2;25;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2013;2022.1;28;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;MAJORITARIAMENTE_PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2008;2023.1;33;masculino;viuvo;BRASILEIRA;EXPULSAO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2011;2023.2;31;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.2;25;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L2;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.1;24;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2014;2023.2;28;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2015;2021.1;27;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2007;2024.1;37;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.2;L2;PUBLICA;14102100;2023;FALSE;FALSE;TRUE
2017;2021.2;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.2;23;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2015;2021.1;27;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2014;2023.2;26;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2019.1;23;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2013;2022.2;30;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2016;2020.1;26;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;L1;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.1;24;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;L1;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2016;2023.2;25;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.2;L1;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.2;25;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.2;L5;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.2;25;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.2;L5;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2015;2019.2;29;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.2;L5;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.2;24;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.2;L5;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2012;2021.2;30;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;L5;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2020.2;25;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2010;2020.1;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.2;24;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2008;2020.2;33;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2020.2;25;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2013;2022.1;28;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2012;2021.1;29;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2011;2019.1;30;masculino;desconhecido;BRASILEIRA;EXPULSAO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2020.1;25;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.2;23;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2018.2;24;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2019.2;25;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2016;2022.2;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2015;2022.1;26;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L2;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2002;2019.2;40;masculino;casado;BRASILEIRA;ABANDONO;sisu;2018.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2013;2018.2;27;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2014;2021.2;29;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2020.1;24;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2015;2022.1;25;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2016;2023.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2013;2023.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2020.1;25;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;L5;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2010;2020.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L5;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.1;26;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L5;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.2;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2012;2022.1;29;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.2;A0;MAJORITARIAMENTE_PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2017;2022.2;25;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2020.2;24;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2015;2022.1;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2016;2020.1;25;feminino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2006;2018.2;34;masculino;casado;BRASILEIRA;ABANDONO;sisu;2018.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2019.2;24;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2018.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2008;2023.2;34;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2020.2;24;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2014;2021.2;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2016;2023.2;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2011;2023.1;30;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.2;L1;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2014;2021.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L5;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2017;2022.2;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L2;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2016;2022.2;24;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2018.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2017;2023.2;24;masculino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2018.2;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2017;2023.1;24;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2018.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2013;2023.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2018.2;L5;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
