Matricula;Periodo de Ingresso;Forma de Ingresso;Curriculo;Curriculo Entrada;Estado Civil;Sexo;Idade Aproximada no Ingresso;Cor;Cota;Status;Tipo de Evasao;Periodo de Evasao;Ingressantes
120110679;2020.1;SISU;2017;2017;Solteiro;MASCULINO;23;Branca;L1;INATIVO;GRADUADO;2024.2;1
120110707;2020.1;SISU;2017;2017;Solteiro;FEMININO;18;Branca;L1;ATIVO;REGULAR;-;1
120110720;2020.1;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L1;ATIVO;REGULAR;-;1
120110728;2020.1;SISU;2017;2017;Solteiro;FEMININO;20;Branca;L1;INATIVO;GRADUADO;2024.1;1
120110731;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
120110734;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L5;INATIVO;GRADUADO;2024.1;1
120110754;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L5;ATIVO;REGULAR;-;1
120110770;2020.1;SISU;2017;2017;Solteiro;MASCULINO;21;Branca;L5;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2020.1;1
120110778;2020.1;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;L5;ATIVO;REGULAR;-;1
120110785;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L5;ATIVO;REGULAR;-;1
120110788;2020.1;REOPCAO;2017;2017;Solteiro;MASCULINO;19;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2023.2;1
120110790;2020.1;REOPCAO;2023;2017;Solteiro;MASCULINO;19;Parda;-;ATIVO;REGULAR;-;1
120110819;2020.1;TRANSFERENCIA;2017;2017;Solteiro;FEMININO;21;Branca;-;ATIVO;REGULAR;-;1
120110821;2020.1;TRANSFERENCIA;2017;2017;Solteiro;MASCULINO;25;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2021.1;1
120110831;2020.1;TRANSFERENCIA;2017;2017;Solteiro;FEMININO;19;Parda;-;INATIVO;GRADUADO;2024.1;1
120110844;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2024.1;1
120110867;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Preta;-;ATIVO;REGULAR;-;1
120110880;2020.1;SISU;2017;2017;Solteiro;MASCULINO;22;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.2;1
120110894;2020.1;SISU;2017;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
120110905;2020.1;SISU;2017;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
120110994;2020.1;SISU;2017;2017;Solteiro;MASCULINO;38;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2021.1;1
120111009;2020.1;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L2;ATIVO;REGULAR;-;1
120111032;2020.1;SISU;2017;2017;Solteiro;FEMININO;20;Parda;L2;INATIVO;GRADUADO;2023.2;1
120111039;2020.1;SISU;2017;2017;Solteiro;MASCULINO;22;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
120111043;2020.1;SISU;2017;2017;Solteiro;MASCULINO;22;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
120111057;2020.1;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L6;ATIVO;REGULAR;-;1
120111082;2020.1;SISU;2023;2017;Solteiro;MASCULINO;24;Parda;L6;ATIVO;REGULAR;-;1
120111179;2020.1;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;L5;INATIVO;GRADUADO;2024.1;1
120111215;2020.1;GRADUADO;2023;2017;Solteiro;FEMININO;27;Parda;-;ATIVO;REGULAR;-;1
120111217;2020.1;REOPCAO;2017;2017;Solteiro;MASCULINO;20;Parda;-;INATIVO;GRADUADO;2023.2;1
120111309;2020.1;SISU;2023;2017;Solteiro;MASCULINO;25;Parda;L2;ATIVO;REGULAR;-;1
120111313;2020.1;SISU;2017;2017;Solteiro;FEMININO;19;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
120111374;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L1;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
120111380;2020.1;SISU;2023;2017;Solteiro;MASCULINO;25;Branca;L1;ATIVO;REGULAR;-;1
120111394;2020.1;SISU;2017;2017;Solteiro;MASCULINO;23;Branca;L5;INATIVO;CANCELAMENTO POR ABANDONO;2023.1;1
120111396;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L5;ATIVO;REGULAR;-;1
120111456;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2021.1;1
120111516;2020.1;TRANSFERENCIA EX-OFFICIO;2017;2017;Solteiro;MASCULINO;22;Parda;-;ATIVO;REGULAR;-;1
120111732;2020.1;SISU;2017;2017;Solteiro;MASCULINO;21;Parda;L6;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.2;1
120111761;2020.1;SISU;2017;2017;Solteiro;MASCULINO;21;Branca;L1;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
120111763;2020.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L1;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
120111796;2020.1;TRANSFERENCIA;2017;2017;Solteiro;MASCULINO;23;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2023.2;1
120210004;2020.2;SISU;2017;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
120210014;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2021.1;1
120210023;2020.2;SISU;2017;2017;Solteiro;MASCULINO;22;Branca;-;INATIVO;GRADUADO;2024.1;1
120210028;2020.2;SISU;2017;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
120210035;2020.2;SISU;2017;2017;Solteiro;MASCULINO;24;Branca;-;ATIVO;REGULAR;-;1
120210046;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
120210059;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
120210069;2020.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2024.2;1
120210085;2020.2;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2023.1;1
120210094;2020.2;SISU;2017;2017;Solteiro;FEMININO;18;Parda;-;ATIVO;REGULAR;-;1
120210105;2020.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2023.2;1
120210108;2020.2;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2024.1;1
120210120;2020.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120210123;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
120210126;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Preta;-;ATIVO;REGULAR;-;1
120210129;2020.2;SISU;2017;2017;Solteiro;FEMININO;25;Branca;-;ATIVO;REGULAR;-;1
120210131;2020.2;SISU;2017;2017;Solteiro;MASCULINO;22;Branca;-;ATIVO;REGULAR;-;1
120210136;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO NOVO INGRESSO OUTRO CURSO;2022.2;1
120210139;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
120210140;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120210143;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120210147;2020.2;SISU;2017;2017;Solteiro;FEMININO;18;Parda;-;ATIVO;REGULAR;-;1
120210148;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120210152;2020.2;SISU;2017;2017;Solteiro;FEMININO;17;Branca;-;ATIVO;REGULAR;-;1
120210155;2020.2;SISU;2017;2017;Casado;MASCULINO;28;Parda;-;INATIVO;GRADUADO;2024.1;1
120210158;2020.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120210160;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120210164;2020.2;SISU;2017;2017;Solteiro;MASCULINO;22;Branca;-;ATIVO;REGULAR;-;1
120210166;2020.2;SISU;2017;2017;Solteiro;MASCULINO;20;Preta;-;INATIVO;CANCELAMENTO POR ABANDONO;2024.2;1
120210169;2020.2;SISU;2017;2017;Solteiro;MASCULINO;21;Branca;-;INATIVO;GRADUADO;2024.2;1
120210170;2020.2;SISU;2017;2017;Solteiro;FEMININO;22;Branca;-;ATIVO;REGULAR;-;1
120210172;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
120210174;2020.2;SISU;2017;2017;Solteiro;MASCULINO;17;Parda;-;ATIVO;REGULAR;-;1
120210194;2020.2;SISU;2023;2017;Solteiro;MASCULINO;23;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2024.2;1
120210211;2020.2;SISU;2023;2017;Solteiro;FEMININO;24;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2024.2;1
120210220;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L2;ATIVO;REGULAR;-;1
120210254;2020.2;SISU;2023;2017;Solteiro;MASCULINO;21;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2024.1;1
120210257;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.1;1
120210260;2020.2;SISU;2017;2017;Solteiro;MASCULINO;23;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2021.1;1
120210269;2020.2;SISU;2017;2017;Casado;MASCULINO;59;Preta;L14;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2022.2;1
120210290;2020.2;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L9;ATIVO;REGULAR;-;1
120210315;2020.2;SISU;2017;2017;Solteiro;MASCULINO;25;Branca;L1;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.2;1
120210318;2020.2;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;L1;INATIVO;CANCELAMENTO POR ABANDONO;2024.1;1
120210322;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
120210334;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L5;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2021.1;1
120210342;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L5;INATIVO;GRADUADO;2024.2;1
120210348;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L5;INATIVO;CANCELAMENTO POR ABANDONO;2023.1;1
120210355;2020.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2024.1;1
120210359;2020.2;SISU;2017;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
120210363;2020.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
120210375;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.1;1
120210382;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120210388;2020.2;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;GRADUADO;2024.1;1
120210395;2020.2;SISU;2017;2017;Solteiro;FEMININO;20;Parda;-;ATIVO;REGULAR;-;1
120210445;2020.2;SISU;2023;2017;Solteiro;MASCULINO;19;Preta;L2;INATIVO;CANCELAMENTO POR ABANDONO;2024.1;1
120210464;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2023.1;1
120210474;2020.2;SISU;2017;2017;Solteiro;FEMININO;18;Parda;L2;ATIVO;REGULAR;-;1
120210478;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.2;1
120210483;2020.2;SISU;2017;2017;Solteiro;FEMININO;18;Parda;L2;ATIVO;REGULAR;-;1
120210513;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
120210532;2020.2;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;L1;ATIVO;REGULAR;-;1
120210537;2020.2;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L1;ATIVO;REGULAR;-;1
120210547;2020.2;SISU;2017;2017;Solteiro;MASCULINO;23;Parda;L1;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2024.1;1
120210558;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L5;ATIVO;REGULAR;-;1
120210560;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L5;ATIVO;REGULAR;-;1
120210568;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L5;ATIVO;REGULAR;-;1
120210575;2020.2;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;L5;INATIVO;GRADUADO;2024.2;1
120210625;2020.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
120210646;2020.2;SISU;2017;2017;Solteiro;FEMININO;19;Parda;L6;ATIVO;REGULAR;-;1
120210727;2020.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
120210768;2020.2;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L6;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2024.1;1
120210779;2020.2;SISU;2017;2017;Solteiro;MASCULINO;28;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
120210781;2020.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
120210785;2020.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120210789;2020.2;SISU;2017;2017;Solteiro;FEMININO;26;Branca;-;INATIVO;GRADUADO;2024.1;1
120210791;2020.2;SISU;2017;2017;Solteiro;FEMININO;19;Branca;-;ATIVO;REGULAR;-;1
120210932;2020.2;SISU;2017;2017;Solteiro;MASCULINO;27;Parda;L2;ATIVO;REGULAR;-;1
120210943;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L2;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2020.2;1
120210954;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L2;ATIVO;REGULAR;-;1
120211048;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2021.1;1
120211072;2020.2;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;L1;ATIVO;REGULAR;-;1
120211073;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L1;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.2;1
120211086;2020.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
120211132;2020.2;SISU;2017;2017;Solteiro;FEMININO;18;Parda;L5;ATIVO;REGULAR;-;1
120211139;2020.2;SISU;2017;2017;Solteiro;MASCULINO;26;Branca;L5;ATIVO;REGULAR;-;1
120211149;2020.2;SISU;2017;2017;Solteiro;MASCULINO;24;Branca;L5;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
120211188;2020.2;VESTIBULAR  ENEM;2017;2017;Solteiro;MASCULINO;20;Parda;L2;ATIVO;REGULAR;-;1
121110016;2021.1;SISU;2023;2017;Solteiro;MASCULINO;17;Preta;-;ATIVO;REGULAR;-;1
121110034;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110047;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121110071;2021.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;-;ATIVO;REGULAR;-;1
121110090;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110118;2021.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110138;2021.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2021.2;1
121110175;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121110199;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110201;2021.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2023.2;1
121110220;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121110247;2021.1;SISU;2017;2017;Solteiro;FEMININO;17;Branca;-;ATIVO;REGULAR;-;1
121110268;2021.1;SISU;2023;2017;Solteiro;MASCULINO;17;Parda;-;ATIVO;REGULAR;-;1
121110281;2021.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
121110295;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110319;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121110333;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
121110343;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110349;2021.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
121110359;2021.1;SISU;2017;2017;Solteiro;MASCULINO;17;Parda;-;ATIVO;REGULAR;-;1
121110361;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110368;2021.1;SISU;2023;2017;Solteiro;MASCULINO;17;Parda;-;ATIVO;REGULAR;-;1
121110373;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110379;2021.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
121110381;2021.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110386;2021.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110387;2021.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
121110389;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2021.2;1
121110391;2021.1;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;-;ATIVO;REGULAR;-;1
121110394;2021.1;SISU;2017;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
121110396;2021.1;SISU;2017;2017;Solteiro;MASCULINO;23;Branca;-;ATIVO;REGULAR;-;1
121110399;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110402;2021.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
121110403;2021.1;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;-;ATIVO;REGULAR;-;1
121110406;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110408;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121110409;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110414;2021.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110444;2021.1;SISU;2017;2017;Solteiro;FEMININO;19;Parda;L2;ATIVO;REGULAR;-;1
121110455;2021.1;SISU;2023;2017;Solteiro;MASCULINO;18;Preta;L2;ATIVO;REGULAR;-;1
121110466;2021.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L2;ATIVO;REGULAR;-;1
121110491;2021.1;SISU;2017;2017;Solteiro;MASCULINO;27;Parda;L2;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.2;1
121110502;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
121110513;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
121110517;2021.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L2;ATIVO;REGULAR;-;1
121110520;2021.1;SISU;2023;2017;Solteiro;MASCULINO;27;Preta;L2;ATIVO;REGULAR;-;1
121110521;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2021.1;1
121110557;2021.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
121110566;2021.1;SISU;2017;2017;Solteiro;MASCULINO;22;Parda;L6;ATIVO;REGULAR;-;1
121110595;2021.1;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2024.1;1
121110604;2021.1;SISU;2017;2017;Solteiro;FEMININO;21;Parda;L6;ATIVO;REGULAR;-;1
121110612;2021.1;SISU;2017;2017;Solteiro;MASCULINO;21;Parda;L6;ATIVO;REGULAR;-;1
121110615;2021.1;SISU;2017;2017;Solteiro;FEMININO;22;Parda;L6;ATIVO;REGULAR;-;1
121110617;2021.1;SISU;2017;2017;Solteiro;FEMININO;19;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
121110641;2021.1;SISU;2023;2017;Solteiro;FEMININO;18;Branca;L13;ATIVO;REGULAR;-;1
121110656;2021.1;SISU;2017;2017;Casado;MASCULINO;33;Amarela;L9;INATIVO;CANCELAMENTO POR ABANDONO;2023.2;1
121110669;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L1;ATIVO;REGULAR;-;1
121110708;2021.1;SISU;2017;2017;Solteiro;FEMININO;18;Parda;L1;INATIVO;CANCELADO NOVO INGRESSO OUTRO CURSO;2023.1;1
121110711;2021.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L1;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2021.1;1
121110713;2021.1;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;L1;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
121110737;2021.1;SISU;2023;2017;Solteiro;MASCULINO;20;Branca;L5;ATIVO;REGULAR;-;1
121110750;2021.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L5;ATIVO;REGULAR;-;1
121110759;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L5;ATIVO;REGULAR;-;1
121110764;2021.1;SISU;2017;2017;Solteiro;FEMININO;18;Branca;L5;ATIVO;REGULAR;-;1
121110766;2021.1;SISU;2023;2017;Solteiro;MASCULINO;28;Branca;L5;ATIVO;REGULAR;-;1
121110769;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L5;ATIVO;REGULAR;-;1
121110782;2021.1;SISU;2023;2017;Solteiro;MASCULINO;17;Parda;-;ATIVO;REGULAR;-;1
121110792;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121110942;2021.1;SISU;2017;2017;Solteiro;FEMININO;18;Parda;L2;ATIVO;REGULAR;-;1
121110958;2021.1;SISU;2023;2017;Solteiro;FEMININO;18;Parda;L2;ATIVO;REGULAR;-;1
121110966;2021.1;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L2;ATIVO;REGULAR;-;1
121111006;2021.1;SISU;2023;2017;Solteiro;MASCULINO;27;Parda;L6;ATIVO;REGULAR;-;1
121111034;2021.1;SISU;2017;2017;Solteiro;FEMININO;22;Parda;L6;ATIVO;REGULAR;-;1
121111059;2021.1;SISU;2023;2017;Solteiro;FEMININO;19;Branca;L1;ATIVO;REGULAR;-;1
121111084;2021.1;SISU;2017;2017;Solteiro;MASCULINO;22;Branca;L1;ATIVO;REGULAR;-;1
121111093;2021.1;SISU;2017;2017;Solteiro;MASCULINO;21;Branca;L5;ATIVO;REGULAR;-;1
121111104;2021.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L5;ATIVO;REGULAR;-;1
121111209;2021.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L2;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2024.1;1
121111245;2021.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2021.2;1
121111269;2021.1;SISU;2017;2017;Solteiro;FEMININO;26;Branca;L1;INATIVO;CANCELAMENTO POR ABANDONO;2021.2;1
121111333;2021.1;SISU;2017;2017;Solteiro;MASCULINO;22;Parda;L2;ATIVO;REGULAR;-;1
121111355;2021.1;SISU;2017;2017;Solteiro;FEMININO;19;Parda;L6;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2022.2;1
121111460;2021.1;SISU;2023;2017;Solteiro;FEMININO;18;Parda;-;ATIVO;REGULAR;-;1
121111468;2021.1;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;-;ATIVO;REGULAR;-;1
121111497;2021.1;SISU;2017;2017;Solteiro;FEMININO;28;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2023.2;1
121111517;2021.1;SISU;2023;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
121111699;2021.1;SISU;2023;2017;Solteiro;MASCULINO;24;Parda;L6;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2024.1;1
121111728;2021.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
121111765;2021.1;CONVENIO PEC-G;2017;2017;Solteiro;FEMININO;28;Preta;-;INATIVO;TRANSFERIDO PARA OUTRA IES;2023.1;1
121111766;2021.1;CONVENIO PEC-G;2023;2017;Solteiro;MASCULINO;26;Preta;-;ATIVO;REGULAR;-;1
121210008;2021.2;SISU;2023;2017;Solteiro;FEMININO;20;Parda;-;ATIVO;REGULAR;-;1
121210025;2021.2;SISU;2023;2017;Solteiro;FEMININO;22;Branca;-;ATIVO;REGULAR;-;1
121210054;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121210058;2021.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2024.1;1
