Matricula;Periodo de Ingresso;Forma de Ingresso;Curriculo;Curriculo Entrada;Estado Civil;Sexo;Idade Aproximada no Ingresso;Cor;Cota;Status;Tipo de Evasao;Periodo de Evasao;Ingressantes
119110407;2019.1;SISU;2017;2017;Solteiro;FEMININO;18;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2019.1;1
119110409;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2023.2;1
119110411;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Preta;-;ATIVO;REGULAR;-;1
119110413;2019.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;-;INATIVO;GRADUADO;2023.2;1
119110434;2019.1;SISU;2017;2017;Solteiro;MASCULINO;22;Preta;L2;ATIVO;REGULAR;-;1
119110454;2019.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L2;INATIVO;GRADUADO;2023.2;1
119110472;2019.1;SISU;2017;2017;Solteiro;FEMININO;19;Parda;L2;INATIVO;GRADUADO;2024.1;1
119110498;2019.1;SISU;2017;2017;Solteiro;FEMININO;18;Parda;L2;INATIVO;GRADUADO;2023.2;1
119110510;2019.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L2;INATIVO;GRADUADO;2024.1;1
119110512;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;INATIVO;GRADUADO;2023.1;1
119110519;2019.1;SISU;2017;2017;Casado;FEMININO;21;Parda;L2;INATIVO;GRADUADO;2023.2;1
119110534;2019.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L6;INATIVO;GRADUADO;2023.2;1
119110551;2019.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L6;INATIVO;GRADUADO;2024.1;1
119110570;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;GRADUADO;2023.2;1
119110583;2019.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
119110595;2019.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2023.1;1
119110608;2019.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L6;ATIVO;REGULAR;-;1
119110609;2019.1;SISU;2017;2017;Solteiro;MASCULINO;23;Parda;L6;INATIVO;GRADUADO;2024.1;1
119110614;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2024.2;1
119110617;2019.1;SISU;2017;2017;Solteiro;MASCULINO;21;Parda;L6;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2024.1;1
119110627;2019.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L14;INATIVO;CANCELAMENTO POR ABANDONO;2021.1;1
119110631;2019.1;SISU;2017;2017;Casado;MASCULINO;43;Parda;L14;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2019.2;1
119110645;2019.1;SISU;2023;2017;Solteiro;MASCULINO;24;Parda;L10;ATIVO;REGULAR;-;1
119110692;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L1;INATIVO;GRADUADO;2024.1;1
119110702;2019.1;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;L1;INATIVO;GRADUADO;2023.2;1
119110716;2019.1;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;L1;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2019.1;1
119110725;2019.1;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;L1;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2019.1;1
119110730;2019.1;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;L1;INATIVO;GRADUADO;2023.2;1
119110732;2019.1;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;L1;ATIVO;REGULAR;-;1
119110746;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L5;INATIVO;GRADUADO;2023.2;1
119110759;2019.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L5;ATIVO;REGULAR;-;1
119110770;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L5;INATIVO;GRADUADO;2023.2;1
119110777;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L5;ATIVO;REGULAR;-;1
119110782;2019.1;SISU;2017;2017;Solteiro;MASCULINO;24;Branca;L5;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
119110789;2019.1;TRANSFERENCIA;2017;2017;Solteiro;MASCULINO;24;Branca;-;INATIVO;GRADUADO;2021.2;1
119110790;2019.1;TRANSFERENCIA;2017;2017;Solteiro;MASCULINO;32;Branca;-;INATIVO;GRADUADO;2021.2;1
119110791;2019.1;TRANSFERENCIA;2017;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
119110792;2019.1;TRANSFERENCIA;2017;2017;Solteiro;MASCULINO;22;Parda;-;INATIVO;GRADUADO;2023.2;1
119110826;2019.1;SISU;2017;2017;Solteiro;FEMININO;18;Branca;-;INATIVO;GRADUADO;2023.2;1
119110842;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
119110859;2019.1;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;-;INATIVO;GRADUADO;2023.2;1
119110875;2019.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;-;INATIVO;GRADUADO;2022.2;1
119110971;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2021.1;1
119110985;2019.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L2;INATIVO;GRADUADO;2023.2;1
119110996;2019.1;SISU;2017;2017;Solteiro;FEMININO;18;Parda;L2;ATIVO;REGULAR;-;1
119111008;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;INATIVO;GRADUADO;2024.1;1
119111034;2019.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L6;INATIVO;GRADUADO;2023.1;1
119111051;2019.1;SISU;2017;2017;Solteiro;FEMININO;21;Parda;L6;INATIVO;GRADUADO;2022.2;1
119111098;2019.1;SISU;2017;2017;Solteiro;MASCULINO;22;Branca;L1;INATIVO;GRADUADO;2023.2;1
119111113;2019.1;SISU;2017;2017;Solteiro;FEMININO;24;Parda;L1;INATIVO;GRADUADO;2023.2;1
119111124;2019.1;SISU;2017;2017;Solteiro;MASCULINO;22;Branca;L1;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
119111145;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L5;ATIVO;REGULAR;-;1
119111153;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L5;INATIVO;GRADUADO;2023.2;1
119111160;2019.1;SISU;2017;2017;Solteiro;MASCULINO;22;Branca;L5;ATIVO;REGULAR;-;1
119111162;2019.1;SISU;2017;2017;Solteiro;FEMININO;19;Parda;L5;INATIVO;GRADUADO;2023.2;1
119111236;2019.1;SISU;2017;2017;Solteiro;MASCULINO;22;Parda;L2;INATIVO;GRADUADO;2022.2;1
119111241;2019.1;SISU;2017;2017;Solteiro;MASCULINO;23;Parda;L2;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.2;1
119111373;2019.1;REOPCAO;2017;2017;Solteiro;MASCULINO;25;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2023.2;1
119111440;2019.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2023.1;1
119111441;2019.1;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;-;INATIVO;GRADUADO;2023.1;1
119210003;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
119210010;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;-;INATIVO;GRADUADO;2023.2;1
119210030;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;-;INATIVO;GRADUADO;2023.1;1
119210036;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2023.2;1
119210038;2019.2;SISU;2017;2017;Solteiro;MASCULINO;22;Parda;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.2;1
119210045;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2023.2;1
119210073;2019.2;SISU;2017;2017;Solteiro;FEMININO;20;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2021.1;1
119210094;2019.2;SISU;2017;2017;Solteiro;MASCULINO;24;Preta;-;INATIVO;GRADUADO;2023.1;1
119210097;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
119210120;2019.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
119210123;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
119210133;2019.2;SISU;2017;2017;Solteiro;MASCULINO;24;Parda;-;ATIVO;REGULAR;-;1
119210141;2019.2;SISU;2017;2017;Solteiro;FEMININO;18;Parda;-;ATIVO;REGULAR;-;1
119210145;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
119210148;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2023.2;1
119210150;2019.2;SISU;2017;2017;Solteiro;MASCULINO;17;Parda;-;INATIVO;GRADUADO;2024.2;1
119210153;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2022.2;1
119210158;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Amarela;-;INATIVO;GRADUADO;2023.2;1
119210161;2019.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
119210165;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2024.1;1
119210167;2019.2;SISU;2017;2017;Solteiro;FEMININO;19;Branca;-;INATIVO;GRADUADO;2023.2;1
119210170;2019.2;SISU;2017;2017;Solteiro;FEMININO;19;Branca;-;INATIVO;GRADUADO;2023.2;1
119210173;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2023.2;1
119210191;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L2;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2021.2;1
119210204;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;INATIVO;GRADUADO;2024.1;1
119210212;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2021.2;1
119210220;2019.2;SISU;2017;2017;Solteiro;FEMININO;18;Parda;L2;ATIVO;REGULAR;-;1
119210256;2019.2;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L6;INATIVO;GRADUADO;2024.1;1
119210258;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;GRADUADO;2024.1;1
119210261;2019.2;SISU;2023;2017;Solteiro;MASCULINO;17;Parda;L6;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2024.1;1
119210277;2019.2;SISU;2017;2017;Casado;FEMININO;34;Parda;L14;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
119210298;2019.2;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L13;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
119210311;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
119210321;2019.2;SISU;2017;2017;Solteiro;FEMININO;17;Branca;L1;INATIVO;GRADUADO;2023.1;1
119210326;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L1;INATIVO;GRADUADO;2023.2;1
119210330;2019.2;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L1;ATIVO;REGULAR;-;1
119210334;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L1;ATIVO;REGULAR;-;1
119210338;2019.2;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L5;ATIVO;REGULAR;-;1
119210344;2019.2;SISU;2017;2017;Solteiro;FEMININO;19;Branca;L5;INATIVO;GRADUADO;2024.1;1
119210350;2019.2;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;L5;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2024.1;1
119210358;2019.2;SISU;2017;2017;Solteiro;MASCULINO;20;Ind?ena;L5;ATIVO;REGULAR;-;1
119210366;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
119210371;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
119210378;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2024.1;1
119210390;2019.2;SISU;2017;2017;Solteiro;MASCULINO;20;Amarela;-;INATIVO;GRADUADO;2024.1;1
119210396;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2023.2;1
119210401;2019.2;SISU;2017;2017;Solteiro;FEMININO;18;Parda;-;ATIVO;REGULAR;-;1
119210408;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2024.1;1
119210414;2019.2;SISU;2017;2017;Solteiro;FEMININO;17;Parda;-;INATIVO;GRADUADO;2024.1;1
119210421;2019.2;SISU;2017;2017;Solteiro;FEMININO;20;Branca;-;ATIVO;REGULAR;-;1
119210426;2019.2;SISU;2017;2017;Solteiro;FEMININO;21;Branca;-;INATIVO;GRADUADO;2023.2;1
119210431;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Amarela;-;INATIVO;GRADUADO;2024.2;1
119210450;2019.2;SISU;2017;2017;Solteiro;FEMININO;19;Branca;-;INATIVO;GRADUADO;2024.1;1
119210452;2019.2;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;GRADUADO;2022.2;1
119210458;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
119210460;2019.2;SISU;2017;2017;Solteiro;FEMININO;32;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
119210508;2019.2;SISU;2017;2017;Solteiro;MASCULINO;26;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
119210513;2019.2;SISU;2017;2017;Solteiro;FEMININO;19;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
119210523;2019.2;SISU;2017;2017;Solteiro;FEMININO;24;Parda;L2;ATIVO;REGULAR;-;1
119210527;2019.2;SISU;2017;2017;Solteiro;MASCULINO;26;Parda;L2;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2020.1;1
119210532;2019.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
119210540;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2023.1;1
119210561;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
119210566;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L6;ATIVO;REGULAR;-;1
119210567;2019.2;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
119210592;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L1;INATIVO;GRADUADO;2023.2;1
119210654;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
119210655;2019.2;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2020.1;1
119210656;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Amarela;-;INATIVO;GRADUADO;2023.2;1
119210706;2019.2;SISU;2017;2017;Solteiro;MASCULINO;21;Parda;L2;INATIVO;GRADUADO;2023.2;1
119210741;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L1;INATIVO;CANCELAMENTO POR ABANDONO;2023.2;1
119210744;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L1;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
119210780;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.1;1
119210808;2019.2;SISU;2017;2017;Solteiro;MASCULINO;23;Parda;L2;ATIVO;REGULAR;-;1
119210821;2019.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;GRADUADO;2024.1;1
119210822;2019.2;SISU;2017;2017;Solteiro;FEMININO;27;Parda;L6;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2020.1;1
119210840;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L5;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
119210841;2019.2;SISU;2023;2017;Solteiro;MASCULINO;20;Branca;L5;ATIVO;REGULAR;-;1
119210872;2019.2;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L6;INATIVO;GRADUADO;2024.2;1
119210880;2019.2;SISU;2017;2017;Solteiro;MASCULINO;25;Branca;L1;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
119210883;2019.2;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;L5;ATIVO;REGULAR;-;1
119210933;2019.2;TRANSFERENCIA;2017;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2024.1;1
119210934;2019.2;TRANSFERENCIA;2017;2017;Solteiro;FEMININO;19;Branca;-;ATIVO;REGULAR;-;1
119210935;2019.2;TRANSFERENCIA;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
119210936;2019.2;TRANSFERENCIA;2017;2017;Solteiro;MASCULINO;20;Parda;-;INATIVO;GRADUADO;2023.2;1
119210937;2019.2;TRANSFERENCIA;2017;2017;Solteiro;MASCULINO;28;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
119210939;2019.2;TRANSFERENCIA;2023;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
119210960;2019.2;GRADUADO;2017;2017;Solteiro;MASCULINO;27;Amarela;-;INATIVO;GRADUADO;2023.2;1
119210966;2019.2;GRADUADO;2017;2017;Solteiro;MASCULINO;25;Parda;-;INATIVO;GRADUADO;2024.1;1
119210986;2019.2;REOPCAO;2017;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2024.1;1
119210987;2019.2;REOPCAO;2017;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
119210988;2019.2;REOPCAO;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2023.2;1
119210989;2019.2;REOPCAO;2017;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.1;1
119210990;2019.2;REOPCAO;2017;2017;Solteiro;FEMININO;19;Branca;-;INATIVO;GRADUADO;2024.1;1
119211021;2019.2;TRANSFERENCIA;2017;2017;Solteiro;MASCULINO;20;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2023.1;1
119211022;2019.2;TRANSFERENCIA;2023;2017;Solteiro;MASCULINO;21;Parda;-;ATIVO;REGULAR;-;1
119211024;2019.2;GRADUADO;2017;2017;Solteiro;MASCULINO;26;Branca;-;INATIVO;GRADUADO;2023.2;1
119211092;2019.2;SISU;2023;2017;Solteiro;MASCULINO;18;Preta;L2;ATIVO;REGULAR;-;1
119211093;2019.2;SISU;2017;2017;Solteiro;MASCULINO;23;Parda;L2;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.1;1
119211122;2019.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
119211124;2019.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
119211125;2019.2;SISU;2017;2017;Solteiro;FEMININO;19;Parda;L6;ATIVO;REGULAR;-;1
120110012;2020.1;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;-;INATIVO;GRADUADO;2024.1;1
120110021;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2024.2;1
120110045;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2024.2;1
120110073;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2024.1;1
120110091;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;-;ATIVO;REGULAR;-;1
120110103;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2020.2;1
120110121;2020.1;SISU;2017;2017;Solteiro;MASCULINO;22;Branca;-;INATIVO;GRADUADO;2024.1;1
120110138;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2023.2;1
120110165;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120110175;2020.1;SISU;2017;2017;Casado;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
120110190;2020.1;SISU;2017;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
120110204;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
120110259;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2024.2;1
120110265;2020.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120110277;2020.1;SISU;2017;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
120110295;2020.1;SISU;2017;2017;Solteiro;MASCULINO;24;Branca;-;INATIVO;GRADUADO;2023.2;1
120110301;2020.1;SISU;2017;2017;Solteiro;MASCULINO;23;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
120110318;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2024.2;1
120110329;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120110338;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2024.1;1
120110340;2020.1;SISU;2017;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
120110352;2020.1;SISU;2017;2017;Solteiro;FEMININO;21;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2024.2;1
120110355;2020.1;SISU;2017;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
120110363;2020.1;SISU;2017;2017;Solteiro;MASCULINO;22;Parda;-;ATIVO;REGULAR;-;1
120110368;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120110370;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Amarela;-;ATIVO;REGULAR;-;1
120110375;2020.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
120110380;2020.1;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;-;INATIVO;GRADUADO;2024.2;1
120110385;2020.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
120110389;2020.1;SISU;2017;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
120110391;2020.1;SISU;2017;2017;Solteiro;MASCULINO;21;Branca;-;INATIVO;GRADUADO;2024.1;1
120110394;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2024.1;1
120110396;2020.1;SISU;2017;2017;Solteiro;MASCULINO;30;Branca;-;ATIVO;REGULAR;-;1
120110398;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2024.1;1
120110403;2020.1;SISU;2017;2017;Solteiro;MASCULINO;29;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
120110406;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
120110407;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
120110409;2020.1;SISU;2017;2017;Casado;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2023.1;1
120110412;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;-;ATIVO;REGULAR;-;1
120110414;2020.1;SISU;2017;2017;Casado;FEMININO;19;Parda;-;ATIVO;REGULAR;-;1
120110442;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
120110458;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.1;1
120110464;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L2;ATIVO;REGULAR;-;1
120110501;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L2;ATIVO;REGULAR;-;1
120110513;2020.1;SISU;2017;2017;Solteiro;MASCULINO;21;Parda;L2;ATIVO;REGULAR;-;1
120110518;2020.1;SISU;2017;2017;Solteiro;FEMININO;18;Parda;L2;ATIVO;REGULAR;-;1
120110528;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
120110562;2020.1;SISU;2017;2017;Solteiro;FEMININO;18;Parda;L6;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2021.1;1
120110573;2020.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L6;ATIVO;REGULAR;-;1
120110581;2020.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
120110597;2020.1;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L6;ATIVO;REGULAR;-;1
120110608;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2024.1;1
120110612;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;GRADUADO;2024.2;1
120110615;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
120110629;2020.1;SISU;2017;2017;Solteiro;MASCULINO;22;Parda;L14;INATIVO;CANCELAMENTO POR ABANDONO;2020.2;1
120110631;2020.1;SISU;2017;2017;Solteiro;MASCULINO;19;Parda;L14;INATIVO;CANCELADO NOVO INGRESSO OUTRO CURSO;2023.1;1
120110651;2020.1;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;L13;ATIVO;REGULAR;-;1
