Periodo;Curriculo Entrada;Periodo de Ingresso;Periodo de Evasao;Ingressantes;Evadidos;Taxa
P4;1999;20152;2020.2;8;0;0
P4;1999;20152;2021.1;3;0;0
P4;1999;20152;2021.2;1;0;0
P4;1999;20152;2022.1;5;0;0
P4;1999;20152;2022.2;2;0;0
P4;1999;20152;2023.2;2;0;0
P4;1999;20152;2024.1;2;0;0
P4;1999;20152;2024.2;1;0;0
P4;2017;20181;2018.2;3;0;0
P4;2017;20181;2019.1;5;0;0
P4;2017;20181;2019.2;3;3;100
P4;2017;20181;2020.1;6;0;0
P4;2017;20181;2020.2;3;0;0
P4;2017;20181;2021.1;1;0;0
P4;2017;20181;2021.2;7;0;0
P4;2017;20181;2022.1;22;0;0
P4;2017;20181;2022.2;11;0;0
P4;2017;20181;2023.1;8;0;0
P4;2017;20181;2023.2;8;0;0
P4;2017;20181;2024.1;6;0;0
P4;2017;20181;2024.2;3;0;0
P4;2017;20181;NA;7;0;0
P4;2017;20182;2018.2;3;0;0
P4;2017;20182;2019.1;3;0;0
P4;2017;20182;2019.2;4;0;0
P4;2017;20182;2020.1;7;7;100
P4;2017;20182;2020.2;8;0;0
P4;2017;20182;2021.1;1;0;0
P4;2017;20182;2021.2;2;0;0
P4;2017;20182;2022.1;9;0;0
P4;2017;20182;2022.2;8;0;0
P4;2017;20182;2023.1;11;0;0
P4;2017;20182;2023.2;16;0;0
P4;2017;20182;2024.1;5;0;0
P4;2017;20182;2024.2;2;0;0
P4;2017;20182;NA;9;0;0
P4;2017;20191;2019.1;5;0;0
P4;2017;20191;2019.2;3;0;0
P4;2017;20191;2020.1;3;0;0
P4;2017;20191;2020.2;2;2;100
P4;2017;20191;2021.1;2;0;0
P4;2017;20191;2021.2;3;0;0
P4;2017;20191;2022.1;2;0;0
P4;2017;20191;2022.2;7;0;0
P4;2017;20191;2023.1;8;0;0
P4;2017;20191;2023.2;33;0;0
P4;2017;20191;2024.1;10;0;0
P4;2017;20191;2024.2;1;0;0
P4;2017;20191;NA;16;0;0
P4;2017;20192;2020.1;3;0;0
P4;2017;20192;2020.2;4;0;0
P4;2017;20192;2021.1;1;1;100
P4;2017;20192;2021.2;2;0;0
P4;2017;20192;2022.1;3;0;0
P4;2017;20192;2022.2;7;0;0
P4;2017;20192;2023.1;8;0;0
P4;2017;20192;2023.2;20;0;0
P4;2017;20192;2024.1;17;0;0
P4;2017;20192;2024.2;3;0;0
P4;2017;20192;NA;34;0;0
P4;2017;20201;2020.1;1;0;0
P4;2017;20201;2020.2;7;0;0
P4;2017;20201;2021.1;4;0;0
P4;2017;20201;2022.1;3;0;0
P4;2017;20201;2022.2;3;0;0
P4;2017;20201;2023.1;4;0;0
P4;2017;20201;2023.2;8;0;0
P4;2017;20201;2024.1;13;0;0
P4;2017;20201;2024.2;8;0;0
P4;2017;20201;NA;48;0;0
P4;2017;20202;2020.2;1;0;0
P4;2017;20202;2021.1;4;0;0
P4;2017;20202;2022.1;1;1;100
P4;2017;20202;2022.2;5;0;0
P4;2017;20202;2023.1;5;0;0
P4;2017;20202;2023.2;4;0;0
P4;2017;20202;2024.1;11;0;0
P4;2017;20202;2024.2;7;0;0
P4;2017;20202;NA;49;0;0
P4;2017;20211;2021.1;2;0;0
P4;2017;20211;2021.2;4;0;0
P4;2017;20211;2022.1;2;0;0
P4;2017;20211;2022.2;3;3;100
P4;2017;20211;2023.1;2;0;0
P4;2017;20211;2023.2;4;0;0
P4;2017;20211;2024.1;3;0;0
P4;2017;20211;NA;70;0;0
P4;2017;20212;2022.1;7;0;0
P4;2017;20212;2022.2;9;0;0
P4;2017;20212;2023.1;2;2;100
P4;2017;20212;2023.2;2;0;0
P4;2017;20212;2024.1;4;0;0
P4;2017;20212;2024.2;2;0;0
P4;2017;20212;NA;64;0;0
P4;2017;20221;2022.2;5;0;0
P4;2017;20221;2023.1;5;0;0
P4;2017;20221;2023.2;3;3;100
P4;2017;20221;2024.1;1;0;0
P4;2017;20221;2024.2;2;0;0
P4;2017;20221;NA;71;0;0
P4;2017;20222;2022.2;3;0;0
P4;2017;20222;2023.1;7;0;0
P4;2017;20222;2023.2;1;0;0
P4;2017;20222;2024.1;3;3;100
P4;2017;20222;2024.2;3;0;0
P4;2017;20222;NA;70;0;0
